,10 chunks/story
2634,"[[10, 0, 1, 1, 0, 0, 0, 0, 0, 0], [6, 0, 0, 1, 1, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 1, 0, 0, 1, 0], [11, 0, 0, 2, 1, 1, 0, 0, 1, 0], [6, 0, 2, 2, 1, 1, 0, 0, 0, 0], [6, 0, 1, 1, 0, 0, 0, 0, 0, 0], [10, 0, 1, 0, 1, 0, 0, 0, 0, 0], [8, 1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
5530,"[[10, 0, 2, 3, 0, 0, 0, 0, 0, 0], [19, 1, 0, 3, 1, 0, 0, 0, 0, 0], [9, 3, 0, 0, 0, 0, 0, 1, 0, 0], [17, 0, 0, 0, 0, 1, 0, 0, 1, 0], [12, 1, 0, 2, 0, 0, 0, 0, 0, 0], [6, 0, 1, 2, 0, 2, 0, 0, 0, 0], [10, 2, 1, 1, 0, 0, 0, 0, 0, 0], [8, 1, 1, 0, 0, 0, 0, 0, 0, 0], [9, 1, 0, 0, 0, 0, 0, 0, 0, 0], [4, 2, 3, 0, 0, 0, 0, 0, 0, 0]]"
5532,"[[8, 1, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 2, 0, 1, 1, 0, 0, 0, 0, 0], [14, 1, 0, 0, 1, 1, 0, 0, 0, 0], [10, 0, 1, 1, 0, 0, 0, 0, 1, 0], [6, 1, 0, 0, 1, 0, 0, 0, 0, 0], [7, 2, 1, 2, 0, 0, 0, 1, 0, 0], [7, 0, 2, 0, 1, 0, 0, 0, 0, 0], [2, 3, 0, 0, 0, 1, 0, 0, 0, 0], [1, 2, 0, 0, 0, 1, 0, 0, 0, 0]]"
5533,"[[9, 10, 1, 1, 1, 0, 0, 0, 0, 2], [16, 3, 0, 0, 1, 0, 0, 0, 0, 2], [24, 2, 0, 0, 1, 1, 2, 0, 0, 1], [20, 3, 1, 0, 2, 0, 0, 0, 0, 1], [27, 2, 4, 0, 0, 0, 1, 0, 0, 0], [20, 1, 2, 0, 2, 0, 2, 0, 0, 0], [26, 2, 1, 0, 2, 0, 4, 0, 0, 0], [18, 1, 2, 0, 2, 0, 0, 0, 0, 0], [8, 3, 1, 0, 1, 0, 0, 0, 0, 0], [17, 1, 2, 0, 0, 1, 0, 0, 0, 0]]"
5539,"[[8, 1, 0, 2, 0, 0, 0, 0, 0, 0], [4, 5, 1, 0, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 1, 0, 0, 1, 0], [9, 1, 1, 1, 1, 1, 0, 0, 0, 0], [6, 1, 4, 0, 2, 0, 0, 0, 0, 0], [6, 1, 1, 1, 0, 0, 0, 0, 0, 0], [7, 1, 3, 0, 3, 0, 0, 0, 0, 2], [4, 3, 0, 0, 1, 0, 0, 0, 0, 0], [5, 4, 1, 0, 1, 0, 0, 0, 0, 0], [5, 5, 1, 0, 0, 0, 0, 0, 0, 0]]"
5540,"[[9, 0, 2, 0, 0, 0, 0, 0, 0, 0], [14, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 1, 0, 0, 0, 0, 0, 0, 0, 0], [10, 1, 0, 0, 0, 0, 1, 0, 0, 0], [13, 0, 0, 0, 0, 0, 0, 0, 0, 0], [10, 0, 1, 0, 0, 0, 0, 0, 0, 0], [4, 1, 0, 1, 0, 0, 0, 0, 0, 0], [9, 0, 1, 0, 0, 0, 0, 0, 0, 0], [11, 2, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
5543,"[[1, 1, 1, 0, 0, 0, 0, 0, 0, 0], [3, 3, 0, 2, 0, 0, 0, 0, 0, 0], [3, 2, 1, 0, 1, 0, 0, 0, 0, 0], [4, 0, 0, 0, 1, 0, 0, 0, 0, 0], [2, 0, 0, 0, 2, 1, 0, 0, 0, 0], [4, 1, 0, 0, 1, 0, 0, 0, 0, 0], [1, 3, 0, 0, 0, 0, 0, 1, 0, 0], [0, 4, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 2, 0, 0, 0, 0, 0, 1, 0, 0]]"
5544,"[[3, 0, 6, 2, 0, 0, 0, 0, 0, 0], [11, 1, 1, 1, 1, 1, 0, 0, 0, 0], [8, 0, 1, 1, 0, 0, 0, 0, 0, 0], [7, 1, 2, 0, 4, 0, 0, 2, 0, 0], [13, 0, 0, 1, 0, 2, 0, 0, 0, 0], [10, 1, 3, 1, 3, 1, 0, 0, 0, 0], [11, 1, 4, 0, 2, 0, 0, 0, 0, 0], [10, 0, 2, 0, 1, 0, 0, 2, 0, 0], [6, 0, 0, 0, 1, 0, 0, 1, 0, 0], [18, 0, 2, 0, 1, 0, 0, 0, 0, 0]]"
5548,"[[8, 4, 0, 0, 0, 0, 0, 0, 0, 0], [11, 2, 0, 0, 0, 2, 2, 0, 0, 0], [12, 1, 0, 0, 0, 1, 2, 0, 0, 0], [8, 0, 0, 0, 0, 2, 0, 0, 0, 0], [10, 0, 0, 0, 0, 2, 1, 2, 0, 0], [8, 0, 1, 0, 0, 2, 1, 0, 0, 0], [10, 2, 0, 0, 0, 0, 0, 0, 0, 0], [8, 2, 0, 0, 0, 0, 0, 0, 0, 0], [10, 0, 1, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
5550,"[[10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 2, 0, 0, 1, 0, 0, 0, 0, 0], [6, 1, 0, 0, 1, 0, 0, 1, 0, 0], [7, 0, 0, 0, 0, 0, 1, 0, 0, 0], [10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 0, 0, 0, 0, 0, 1, 0, 0, 0], [6, 1, 1, 0, 0, 0, 1, 1, 0, 0], [6, 0, 1, 0, 0, 0, 0, 1, 0, 0], [6, 1, 2, 0, 1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
5551,"[[16, 0, 2, 0, 0, 0, 0, 0, 0, 0], [15, 5, 1, 0, 2, 0, 0, 0, 0, 0], [17, 0, 0, 0, 1, 2, 0, 0, 0, 0], [11, 0, 2, 2, 1, 0, 0, 1, 0, 0], [17, 4, 3, 0, 2, 0, 0, 1, 0, 0], [7, 2, 1, 0, 0, 0, 0, 2, 0, 0], [9, 5, 1, 0, 0, 1, 0, 0, 0, 0], [5, 6, 2, 0, 0, 0, 0, 0, 0, 0], [8, 6, 5, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
5552,"[[4, 3, 0, 0, 1, 0, 0, 0, 0, 0], [5, 1, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 2, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0, 0, 0], [6, 2, 1, 1, 0, 0, 0, 0, 0, 0], [3, 1, 1, 0, 0, 0, 0, 0, 0, 0], [7, 1, 0, 0, 0, 0, 0, 0, 1, 0], [6, 1, 1, 0, 0, 0, 0, 0, 0, 0], [4, 2, 1, 0, 0, 0, 0, 0, 0, 0], [2, 1, 1, 0, 0, 1, 0, 0, 0, 0]]"
6813,"[[6, 0, 2, 1, 0, 0, 0, 0, 0, 0], [9, 1, 1, 0, 1, 0, 0, 0, 0, 0], [10, 2, 0, 0, 1, 0, 0, 0, 0, 0], [10, 2, 0, 1, 1, 0, 0, 1, 0, 0], [7, 0, 1, 0, 1, 0, 0, 1, 0, 0], [10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 0, 1, 0, 0, 0, 0, 1, 1, 0], [13, 0, 0, 2, 0, 0, 0, 0, 0, 0], [15, 0, 1, 1, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
6814,"[[14, 0, 1, 0, 0, 0, 0, 0, 0, 0], [9, 4, 1, 0, 0, 0, 0, 1, 0, 0], [15, 0, 0, 0, 0, 0, 0, 0, 2, 0], [10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [28, 0, 2, 2, 0, 0, 0, 0, 0, 0], [13, 0, 1, 1, 0, 0, 0, 0, 1, 0], [23, 0, 4, 0, 0, 0, 0, 0, 1, 0], [15, 0, 2, 0, 0, 1, 0, 0, 0, 0], [14, 0, 7, 0, 0, 0, 0, 2, 0, 0], [16, 1, 3, 2, 0, 0, 0, 1, 0, 0]]"
6815,"[[14, 1, 0, 0, 0, 0, 0, 1, 0, 0], [5, 9, 1, 0, 0, 0, 0, 0, 0, 0], [11, 5, 1, 0, 0, 0, 0, 1, 0, 0], [9, 4, 0, 0, 0, 0, 2, 0, 0, 0], [11, 3, 0, 0, 0, 0, 2, 0, 0, 0], [19, 0, 0, 0, 0, 0, 0, 0, 1, 0], [15, 1, 3, 0, 0, 0, 2, 0, 0, 0], [20, 0, 1, 1, 0, 0, 0, 0, 0, 0], [12, 5, 5, 0, 0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
6816,"[[6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 1, 0, 0, 0, 0, 0], [3, 1, 0, 0, 1, 0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 1, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
6821,"[[5, 0, 0, 1, 0, 0, 0, 1, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 2, 0, 1, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 1, 0, 0, 1, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 2, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0]]"
6823,"[[6, 2, 1, 0, 0, 1, 0, 0, 0, 0], [8, 0, 0, 0, 0, 1, 0, 0, 1, 0], [7, 2, 0, 1, 2, 0, 0, 0, 2, 0], [4, 3, 2, 0, 2, 1, 0, 0, 0, 0], [11, 4, 0, 0, 0, 0, 0, 0, 0, 0], [4, 6, 0, 0, 0, 0, 0, 0, 0, 0], [5, 6, 1, 0, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 7, 0, 0, 0, 0, 0, 0, 0, 0], [8, 1, 2, 0, 0, 0, 0, 0, 0, 0]]"
6826,"[[8, 0, 1, 1, 0, 0, 1, 0, 0, 0], [4, 1, 1, 3, 0, 0, 0, 0, 0, 0], [8, 3, 0, 1, 0, 0, 0, 0, 0, 0], [5, 3, 0, 2, 0, 1, 0, 1, 0, 0], [8, 0, 0, 0, 0, 1, 0, 0, 0, 0], [9, 0, 0, 1, 2, 0, 0, 0, 0, 0], [12, 1, 1, 2, 0, 0, 0, 0, 0, 0], [2, 4, 0, 1, 0, 0, 0, 0, 0, 0], [7, 1, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
6828,"[[12, 0, 2, 0, 2, 0, 0, 0, 0, 0], [10, 1, 0, 0, 0, 0, 0, 0, 0, 0], [10, 0, 0, 0, 1, 0, 0, 1, 0, 0], [11, 4, 0, 0, 1, 0, 0, 0, 0, 0], [14, 2, 0, 1, 1, 0, 0, 0, 0, 0], [16, 0, 2, 1, 1, 0, 0, 0, 0, 0], [13, 0, 0, 0, 1, 2, 0, 0, 0, 0], [10, 0, 0, 1, 0, 2, 0, 0, 0, 0], [11, 0, 0, 0, 0, 1, 0, 0, 0, 0], [3, 0, 0, 1, 0, 0, 0, 0, 0, 0]]"
6831,"[[5, 0, 1, 2, 0, 0, 0, 0, 0, 0], [6, 0, 0, 1, 1, 0, 0, 0, 0, 0], [5, 1, 0, 0, 1, 0, 0, 0, 0, 0], [11, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 1, 0, 0, 0, 0], [9, 2, 0, 0, 1, 0, 0, 0, 0, 0], [7, 0, 2, 1, 0, 0, 0, 0, 0, 0], [3, 3, 0, 0, 1, 0, 0, 0, 0, 0], [9, 1, 1, 0, 1, 0, 0, 0, 0, 0], [1, 2, 0, 0, 0, 0, 0, 0, 0, 0]]"
6833,"[[2, 2, 0, 0, 0, 0, 0, 0, 0, 0], [4, 3, 0, 0, 1, 0, 0, 0, 0, 0], [11, 0, 0, 0, 1, 0, 0, 0, 0, 0], [10, 1, 0, 0, 1, 0, 0, 1, 0, 0], [5, 0, 0, 0, 1, 1, 0, 0, 0, 0], [9, 0, 0, 1, 0, 0, 0, 1, 0, 0], [6, 0, 0, 0, 0, 1, 0, 0, 2, 0], [4, 1, 0, 1, 1, 0, 0, 0, 0, 0], [1, 2, 2, 0, 1, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
6834,"[[6, 0, 1, 1, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 1, 0, 0, 0, 1, 0, 0, 0], [5, 0, 2, 1, 1, 0, 0, 0, 0, 0], [7, 0, 0, 1, 0, 0, 0, 0, 0, 0], [7, 0, 1, 1, 1, 0, 0, 0, 0, 0], [10, 0, 0, 2, 1, 0, 0, 0, 0, 0], [6, 0, 1, 1, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
6835,"[[11, 1, 0, 3, 0, 1, 0, 0, 0, 0], [6, 3, 1, 2, 0, 0, 0, 1, 0, 0], [12, 0, 0, 1, 0, 0, 0, 0, 0, 0], [12, 0, 0, 0, 0, 3, 0, 0, 0, 0], [8, 1, 0, 0, 0, 2, 0, 0, 0, 0], [7, 0, 0, 2, 0, 0, 0, 1, 0, 0], [9, 1, 0, 0, 0, 1, 0, 3, 0, 0], [11, 0, 0, 0, 0, 3, 0, 0, 0, 0], [10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 1, 1, 0, 0, 0, 0, 0, 0]]"
7693,"[[3, 0, 0, 1, 0, 1, 0, 0, 0, 0], [4, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 1, 0, 0, 0, 0], [1, 1, 1, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 1, 0, 0, 0, 0, 0, 0, 0], [4, 1, 1, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
7695,"[[5, 0, 0, 1, 0, 0, 0, 0, 0, 0], [9, 2, 0, 0, 1, 0, 0, 0, 0, 0], [9, 1, 1, 1, 1, 0, 0, 0, 0, 0], [6, 1, 1, 1, 0, 0, 0, 0, 0, 0], [5, 0, 1, 0, 0, 0, 0, 2, 0, 0], [9, 0, 1, 0, 2, 0, 0, 0, 0, 0], [10, 2, 2, 0, 1, 0, 0, 0, 0, 0], [6, 0, 0, 1, 2, 2, 0, 0, 0, 0], [8, 0, 2, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0]]"
7696,"[[17, 0, 0, 0, 0, 0, 0, 0, 0, 0], [14, 1, 0, 2, 0, 0, 0, 2, 0, 0], [18, 0, 1, 0, 0, 5, 0, 0, 0, 0], [18, 3, 0, 0, 0, 1, 0, 0, 0, 0], [16, 0, 0, 1, 0, 2, 0, 1, 0, 0], [12, 0, 0, 0, 0, 2, 0, 2, 1, 0], [23, 0, 3, 1, 0, 0, 0, 0, 0, 0], [12, 0, 0, 0, 0, 0, 0, 3, 0, 0], [18, 0, 0, 1, 0, 0, 0, 0, 0, 0], [9, 2, 0, 0, 0, 0, 0, 0, 0, 0]]"
7701,"[[5, 1, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0, 1, 0, 0, 0], [6, 1, 1, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [10, 0, 0, 0, 0, 0, 2, 0, 0, 0], [8, 0, 1, 0, 0, 0, 0, 0, 0, 0], [8, 2, 3, 0, 0, 0, 0, 0, 0, 0], [7, 0, 2, 0, 0, 0, 0, 1, 0, 0], [5, 0, 1, 0, 0, 0, 0, 0, 0, 1]]"
7702,"[[2, 4, 2, 0, 0, 0, 0, 0, 0, 0], [2, 4, 0, 0, 0, 0, 1, 0, 0, 0], [3, 1, 1, 0, 0, 0, 0, 0, 0, 0], [2, 0, 1, 0, 0, 0, 1, 0, 0, 0], [3, 0, 0, 0, 0, 1, 1, 0, 0, 0], [6, 2, 0, 0, 0, 0, 1, 0, 0, 0], [10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 1, 0, 0, 0, 1, 0, 0, 0, 0], [7, 1, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
7703,"[[12, 2, 0, 2, 0, 0, 0, 0, 0, 0], [11, 3, 2, 0, 0, 1, 0, 0, 0, 0], [5, 1, 2, 2, 0, 4, 0, 0, 0, 0], [9, 0, 0, 1, 0, 0, 0, 0, 0, 0], [10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 0, 4, 0, 0, 2, 0, 1, 0, 0], [3, 0, 1, 0, 0, 1, 0, 0, 0, 0], [8, 0, 2, 0, 0, 0, 0, 0, 0, 0], [6, 0, 4, 0, 0, 0, 0, 1, 0, 0], [0, 2, 0, 1, 0, 0, 0, 0, 0, 0]]"
7704,"[[5, 1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0], [4, 0, 0, 1, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 2, 0, 0, 0, 0], [6, 1, 0, 0, 1, 0, 0, 1, 0, 0], [8, 0, 2, 0, 0, 1, 1, 0, 0, 0], [9, 0, 1, 0, 0, 0, 0, 0, 0, 0], [5, 1, 0, 0, 0, 1, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
7705,"[[10, 1, 0, 1, 0, 0, 0, 0, 0, 0], [7, 3, 0, 1, 0, 0, 0, 0, 0, 0], [18, 1, 0, 0, 0, 0, 0, 0, 0, 0], [12, 0, 0, 1, 0, 0, 0, 0, 0, 0], [9, 4, 2, 0, 0, 1, 0, 0, 0, 0], [8, 0, 0, 0, 0, 3, 0, 0, 0, 0], [10, 0, 2, 0, 0, 4, 0, 0, 0, 0], [8, 1, 1, 0, 0, 1, 0, 0, 0, 0], [8, 2, 2, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
7706,"[[4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 3, 1, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 1, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 2, 0, 0, 0, 2, 0], [2, 0, 0, 0, 0, 0, 0, 0, 1, 0], [6, 0, 1, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 1, 0, 0, 0, 0, 0, 0], [3, 0, 3, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
7707,"[[13, 1, 0, 3, 0, 0, 0, 0, 0, 0], [3, 2, 0, 1, 1, 0, 0, 0, 0, 0], [16, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 1, 1, 1, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 1, 0, 2, 0, 1, 0, 0, 0, 0], [14, 0, 0, 1, 0, 0, 0, 0, 0, 0], [9, 0, 1, 1, 1, 1, 0, 0, 0, 0], [12, 2, 1, 0, 0, 0, 0, 0, 0, 0], [11, 1, 3, 0, 1, 0, 0, 0, 0, 0]]"
7708,"[[11, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 0, 0, 1, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 0, 0, 0, 2, 0, 0], [9, 1, 0, 0, 0, 0, 2, 0, 0, 0], [6, 0, 2, 0, 0, 1, 1, 0, 0, 0], [11, 0, 0, 0, 0, 1, 0, 0, 0, 0], [11, 2, 0, 0, 0, 1, 0, 0, 0, 0], [8, 0, 1, 0, 0, 1, 0, 1, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
7710,"[[13, 5, 6, 3, 0, 0, 0, 0, 0, 0], [9, 3, 1, 1, 2, 0, 0, 0, 0, 0], [10, 4, 2, 0, 1, 0, 0, 0, 1, 0], [9, 5, 3, 3, 2, 1, 0, 0, 0, 0], [20, 2, 1, 1, 1, 0, 0, 0, 0, 0], [9, 4, 5, 1, 4, 1, 0, 0, 2, 0], [5, 9, 1, 0, 3, 2, 0, 0, 0, 0], [13, 3, 0, 3, 2, 0, 0, 0, 0, 0], [16, 4, 0, 1, 1, 0, 0, 0, 0, 0], [9, 5, 3, 2, 0, 0, 0, 0, 0, 0]]"
828,"[[4, 1, 2, 0, 0, 0, 0, 1, 0, 0], [3, 4, 2, 0, 0, 0, 0, 1, 0, 0], [5, 1, 0, 0, 0, 0, 0, 0, 0, 0], [6, 2, 0, 0, 1, 0, 0, 0, 0, 0], [4, 2, 1, 0, 0, 0, 0, 1, 0, 1], [6, 0, 0, 0, 0, 1, 0, 0, 0, 0], [5, 0, 1, 0, 0, 3, 0, 0, 0, 1], [3, 0, 1, 2, 0, 0, 1, 0, 0, 0], [3, 0, 1, 0, 0, 0, 0, 0, 0, 0], [6, 0, 1, 0, 1, 0, 0, 0, 0, 1]]"
829,"[[9, 0, 2, 0, 0, 0, 2, 0, 0, 0], [10, 2, 1, 0, 2, 0, 2, 0, 0, 0], [6, 0, 0, 0, 1, 0, 1, 0, 0, 0], [10, 0, 0, 0, 2, 0, 0, 0, 0, 0], [13, 0, 0, 0, 2, 2, 0, 0, 1, 0], [15, 0, 1, 0, 0, 0, 1, 0, 0, 0], [12, 0, 0, 0, 1, 0, 2, 0, 1, 0], [18, 0, 3, 0, 1, 1, 0, 0, 0, 0], [9, 0, 4, 1, 2, 0, 0, 0, 1, 0], [9, 1, 2, 1, 0, 0, 1, 0, 0, 0]]"
830,"[[6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 3, 0, 1, 1, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 2, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 1, 0], [6, 1, 1, 1, 0, 0, 0, 0, 0, 0], [3, 0, 2, 0, 0, 0, 0, 0, 0, 0], [4, 0, 1, 0, 1, 0, 0, 0, 0, 0], [7, 0, 1, 0, 1, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 1, 0, 2, 0, 0, 0, 0, 0]]"
831,"[[8, 0, 1, 0, 0, 0, 0, 0, 0, 0], [7, 1, 0, 0, 0, 1, 0, 0, 0, 1], [3, 5, 0, 0, 0, 0, 1, 0, 0, 1], [6, 0, 0, 0, 0, 0, 0, 0, 0, 1], [12, 0, 0, 0, 0, 0, 1, 0, 0, 3], [5, 2, 0, 0, 0, 0, 1, 0, 0, 1], [7, 1, 0, 0, 0, 0, 3, 0, 0, 3], [5, 0, 2, 0, 0, 0, 0, 0, 0, 0], [6, 0, 1, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
832,"[[9, 10, 0, 1, 0, 0, 0, 0, 0, 0], [11, 10, 1, 2, 0, 0, 0, 0, 0, 0], [19, 6, 0, 0, 0, 0, 0, 0, 0, 0], [15, 1, 0, 0, 0, 2, 0, 0, 1, 0], [15, 8, 1, 1, 0, 1, 0, 0, 0, 0], [14, 2, 1, 0, 0, 1, 0, 0, 0, 0], [13, 0, 0, 0, 0, 2, 0, 0, 0, 0], [21, 0, 1, 2, 0, 1, 0, 0, 0, 0], [12, 1, 3, 4, 1, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
833,"[[18, 0, 0, 0, 1, 0, 0, 0, 0, 0], [9, 3, 0, 1, 2, 0, 0, 0, 0, 0], [12, 6, 0, 0, 1, 0, 2, 0, 0, 0], [13, 3, 0, 0, 2, 0, 1, 0, 0, 0], [12, 1, 1, 0, 1, 0, 2, 0, 0, 0], [11, 2, 2, 0, 0, 0, 0, 0, 0, 0], [10, 1, 1, 0, 1, 0, 0, 0, 0, 0], [10, 2, 0, 0, 1, 0, 1, 0, 0, 0], [8, 0, 4, 0, 0, 0, 2, 0, 0, 0], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0]]"
835,"[[16, 0, 1, 1, 0, 0, 0, 0, 0, 0], [19, 1, 0, 0, 0, 2, 0, 0, 0, 0], [16, 0, 0, 0, 0, 0, 0, 0, 0, 0], [17, 0, 0, 1, 0, 3, 0, 0, 0, 0], [20, 0, 2, 0, 0, 0, 0, 0, 0, 0], [12, 1, 1, 0, 0, 0, 0, 0, 0, 0], [13, 0, 0, 1, 0, 1, 0, 1, 0, 0], [15, 0, 2, 0, 0, 0, 0, 0, 0, 0], [11, 0, 2, 0, 0, 0, 0, 0, 0, 0], [15, 0, 2, 0, 0, 0, 0, 0, 0, 0]]"
836,"[[11, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 2, 0, 0, 0, 0, 0, 0, 0, 0], [7, 1, 0, 0, 0, 0, 1, 0, 0, 0], [9, 0, 2, 0, 0, 0, 1, 0, 0, 0], [9, 2, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 1, 0, 0, 0], [9, 0, 0, 0, 0, 0, 0, 0, 0, 0], [10, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
837,"[[8, 1, 3, 0, 0, 0, 0, 0, 0, 0], [5, 4, 0, 1, 0, 0, 0, 0, 0, 0], [14, 1, 0, 1, 0, 0, 0, 0, 1, 0], [8, 0, 0, 0, 0, 0, 0, 0, 1, 0], [5, 0, 2, 1, 1, 1, 0, 0, 0, 0], [6, 1, 4, 0, 0, 0, 0, 0, 0, 0], [6, 5, 2, 0, 0, 0, 0, 0, 0, 0], [8, 3, 2, 0, 0, 0, 0, 0, 0, 0], [13, 2, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
