,10 chunks/story
1011,"[[17, 0, 0, 0, 0, 0, 0, 1, 0, 0], [15, 1, 0, 0, 0, 0, 1, 0, 0, 0], [11, 5, 0, 0, 0, 0, 0, 0, 0, 0], [10, 1, 2, 0, 0, 0, 2, 3, 0, 0], [11, 3, 2, 0, 0, 0, 1, 1, 0, 0], [19, 0, 2, 0, 0, 0, 2, 0, 0, 0], [16, 0, 3, 0, 0, 0, 1, 0, 0, 0], [20, 1, 2, 0, 0, 0, 2, 1, 0, 0], [15, 1, 3, 0, 0, 0, 0, 1, 0, 0], [7, 0, 0, 1, 0, 0, 0, 0, 0, 0]]"
1014,"[[4, 0, 1, 0, 0, 0, 1, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 1, 0, 1, 0, 0, 0], [3, 1, 0, 0, 2, 0, 0, 2, 0, 0], [5, 0, 1, 0, 1, 0, 1, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 2, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 1, 0, 0, 0], [3, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
1015,"[[7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 1, 1, 0, 0, 0, 0, 0, 0], [3, 2, 1, 1, 1, 0, 0, 0, 0, 0], [6, 1, 0, 1, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 1, 0], [5, 0, 0, 1, 0, 1, 0, 0, 0, 0], [6, 0, 0, 1, 1, 0, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1017,"[[12, 3, 2, 0, 0, 0, 0, 0, 0, 0], [16, 2, 0, 0, 0, 0, 0, 0, 0, 0], [23, 0, 0, 0, 0, 1, 0, 0, 0, 0], [19, 1, 0, 0, 0, 1, 0, 0, 0, 0], [20, 1, 0, 0, 0, 1, 0, 0, 1, 0], [17, 0, 0, 0, 0, 1, 0, 0, 2, 0], [17, 0, 1, 0, 0, 2, 0, 0, 1, 0], [15, 3, 0, 2, 0, 1, 0, 0, 0, 0], [14, 4, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
1172,"[[9, 0, 0, 1, 0, 0, 0, 0, 0, 0], [5, 1, 0, 1, 0, 0, 0, 0, 0, 0], [5, 0, 1, 1, 0, 0, 0, 1, 0, 0], [3, 2, 0, 0, 0, 1, 0, 0, 0, 0], [7, 0, 1, 0, 0, 0, 0, 0, 2, 0], [2, 0, 0, 1, 1, 0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 3, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
13974,"[[2, 1, 1, 0, 0, 0, 0, 0, 0, 0], [3, 1, 0, 1, 1, 0, 0, 0, 0, 0], [2, 3, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0, 0, 0, 0, 0], [4, 3, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1175,"[[6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 1, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 1, 0, 0, 0, 0], [3, 2, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 1, 0, 0, 0, 2, 0], [5, 0, 1, 0, 0, 0, 0, 0, 0, 0], [8, 0, 2, 1, 0, 0, 0, 0, 0, 0]]"
1177,"[[7, 0, 0, 2, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 1, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 1, 0], [5, 0, 0, 1, 0, 0, 0, 0, 0, 0], [3, 0, 1, 1, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 1, 0], [5, 0, 0, 0, 1, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1178,"[[6, 0, 0, 1, 0, 0, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0, 1, 0, 0, 0], [9, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 1, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 1, 0, 0, 0, 0], [5, 1, 1, 0, 0, 0, 0, 0, 0, 0], [5, 0, 1, 1, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 1, 2, 0, 0, 0, 0, 1, 0, 0]]"
1181,"[[8, 0, 0, 0, 0, 1, 0, 0, 0, 0], [3, 1, 0, 1, 1, 1, 0, 0, 1, 0], [8, 1, 1, 0, 1, 0, 0, 0, 0, 0], [9, 0, 0, 0, 1, 0, 0, 1, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 2, 1, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 1, 0, 2, 0, 0, 2, 0, 0], [6, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
1182,"[[1, 1, 1, 0, 1, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 1, 0, 2, 0, 0, 0, 0, 0], [6, 1, 1, 0, 0, 1, 0, 0, 1, 0], [5, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 2, 0, 0]]"
1187,"[[10, 0, 0, 0, 0, 0, 1, 0, 0, 0], [6, 2, 1, 0, 1, 0, 1, 0, 0, 0], [6, 5, 2, 0, 0, 0, 1, 0, 0, 0], [10, 2, 0, 0, 2, 1, 0, 0, 0, 0], [9, 1, 0, 0, 1, 0, 0, 0, 0, 0], [9, 2, 0, 1, 1, 1, 0, 0, 1, 0], [7, 0, 1, 0, 0, 0, 0, 0, 1, 0], [5, 0, 0, 0, 2, 1, 0, 0, 0, 0], [10, 2, 0, 0, 1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1191,"[[3, 0, 2, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 1, 0, 0, 1, 0, 0], [2, 0, 1, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1193,"[[9, 5, 1, 0, 0, 0, 0, 1, 0, 0], [10, 1, 0, 2, 0, 0, 0, 1, 0, 0], [15, 0, 1, 0, 0, 3, 0, 0, 2, 0], [12, 0, 0, 0, 0, 4, 0, 0, 1, 0], [9, 0, 0, 0, 0, 3, 0, 0, 2, 0], [13, 0, 0, 0, 0, 2, 0, 0, 0, 0], [9, 1, 1, 1, 0, 4, 0, 0, 0, 0], [12, 0, 1, 3, 0, 1, 0, 0, 0, 0], [4, 6, 4, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
1194,"[[5, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 3, 1, 0, 0, 0, 2, 0, 0, 0], [4, 0, 0, 0, 0, 0, 2, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [8, 1, 0, 1, 0, 0, 2, 0, 0, 0], [2, 0, 0, 0, 2, 0, 1, 0, 0, 0], [4, 0, 2, 0, 1, 0, 1, 0, 0, 0], [3, 3, 2, 0, 0, 0, 0, 0, 0, 0], [4, 2, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 2, 0, 0, 0, 0, 0, 0, 0]]"
1200,"[[7, 1, 0, 1, 0, 0, 0, 0, 0, 0], [8, 1, 0, 0, 0, 0, 0, 0, 0, 0], [8, 2, 0, 0, 0, 1, 0, 0, 0, 0], [8, 0, 0, 1, 0, 0, 0, 0, 0, 0], [6, 0, 0, 2, 0, 3, 0, 1, 0, 0], [8, 0, 0, 2, 0, 0, 0, 0, 0, 0], [7, 3, 0, 1, 0, 0, 0, 1, 0, 0], [4, 7, 0, 0, 0, 0, 0, 1, 0, 0], [6, 2, 0, 0, 0, 0, 0, 1, 0, 0], [11, 1, 1, 0, 0, 0, 0, 0, 0, 0]]"
1201,"[[6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 1, 0, 0, 0], [6, 1, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 1, 0, 0, 1, 1, 0, 0, 0], [7, 1, 0, 0, 0, 0, 2, 0, 0, 0], [7, 0, 1, 0, 0, 0, 3, 0, 0, 0], [4, 0, 2, 0, 1, 1, 0, 0, 0, 0], [5, 0, 1, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
3370,"[[9, 0, 0, 1, 1, 1, 0, 0, 0, 0], [11, 0, 0, 1, 1, 0, 0, 0, 0, 0], [8, 0, 0, 1, 0, 0, 0, 0, 0, 0], [16, 0, 0, 0, 0, 3, 0, 0, 1, 0], [10, 0, 1, 1, 0, 1, 0, 0, 0, 0], [10, 1, 2, 4, 0, 1, 0, 0, 0, 0], [12, 1, 0, 2, 1, 0, 0, 0, 0, 0], [7, 0, 1, 1, 2, 0, 0, 0, 0, 0], [7, 2, 1, 1, 0, 0, 0, 0, 0, 0], [5, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
3373,"[[6, 0, 2, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 1, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 1, 0, 0, 0, 0, 0], [4, 2, 0, 0, 0, 1, 0, 0, 0, 0], [8, 2, 0, 0, 1, 1, 0, 0, 0, 0], [8, 1, 0, 0, 1, 1, 0, 0, 0, 0], [7, 1, 1, 0, 0, 1, 0, 0, 1, 0], [5, 0, 1, 0, 2, 0, 0, 1, 0, 0], [10, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0]]"
3374,"[[7, 0, 0, 1, 0, 0, 0, 0, 0, 0], [6, 1, 0, 0, 1, 0, 0, 0, 2, 0], [5, 1, 1, 1, 2, 0, 0, 0, 0, 0], [2, 0, 0, 4, 0, 0, 0, 0, 0, 0], [10, 1, 0, 1, 1, 0, 0, 0, 2, 0], [4, 0, 0, 0, 4, 0, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0, 0, 0, 0, 0], [12, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
3375,"[[4, 0, 0, 1, 0, 0, 0, 0, 0, 0], [2, 1, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 2, 0, 0, 0, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0, 0, 1, 0, 0]]"
3376,"[[10, 0, 0, 0, 0, 1, 1, 0, 0, 0], [11, 0, 3, 0, 0, 1, 1, 1, 0, 0], [21, 0, 1, 0, 0, 0, 1, 1, 0, 0], [12, 0, 0, 0, 0, 1, 2, 1, 1, 0], [20, 0, 1, 0, 0, 0, 2, 0, 0, 0], [16, 1, 1, 0, 0, 0, 2, 0, 0, 0], [11, 0, 1, 2, 0, 0, 1, 1, 0, 0], [29, 0, 0, 0, 0, 4, 0, 1, 1, 0], [9, 2, 1, 0, 0, 0, 0, 1, 0, 0], [9, 5, 0, 0, 0, 1, 0, 0, 0, 0]]"
3377,"[[10, 1, 2, 0, 0, 0, 0, 0, 0, 0], [8, 0, 1, 0, 0, 0, 0, 0, 0, 0], [8, 0, 1, 0, 0, 0, 0, 1, 0, 0], [5, 2, 0, 0, 0, 0, 0, 0, 0, 0], [9, 0, 2, 0, 0, 0, 0, 0, 0, 0], [8, 1, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 1, 1, 0, 0, 0, 0, 0, 0, 0], [9, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
3378,"[[9, 0, 1, 0, 0, 0, 0, 0, 0, 0], [6, 0, 1, 0, 2, 0, 0, 0, 0, 0], [5, 2, 0, 1, 1, 0, 0, 0, 0, 0], [6, 2, 0, 1, 1, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 1, 0, 0, 0, 0], [8, 1, 0, 2, 0, 0, 0, 0, 0, 0], [12, 1, 0, 0, 1, 1, 0, 0, 0, 0], [13, 0, 1, 1, 0, 0, 0, 0, 0, 0], [14, 0, 0, 0, 0, 0, 0, 0, 0, 0], [10, 2, 0, 0, 0, 0, 0, 0, 0, 0]]"
3379,"[[7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 1, 2, 0, 0, 0, 0, 0, 0, 0], [6, 1, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 1, 0, 0, 0, 0, 0, 0, 0], [4, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
3380,"[[12, 0, 0, 1, 0, 0, 0, 0, 0, 0], [12, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 1, 1, 1, 0, 0, 0, 0, 0, 0], [9, 1, 0, 3, 0, 0, 0, 0, 0, 0], [11, 0, 1, 0, 0, 2, 0, 0, 0, 0], [9, 1, 0, 0, 0, 0, 0, 0, 0, 0], [14, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 7, 0, 0, 0, 0, 0, 0, 0, 0], [7, 3, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0]]"
3383,"[[21, 1, 1, 2, 0, 0, 0, 0, 0, 0], [24, 2, 0, 1, 0, 0, 0, 0, 0, 0], [29, 2, 0, 0, 0, 1, 0, 1, 0, 0], [22, 0, 0, 0, 0, 3, 0, 0, 0, 0], [26, 0, 0, 1, 0, 1, 0, 0, 0, 0], [27, 0, 1, 3, 0, 2, 0, 0, 0, 0], [20, 2, 1, 1, 0, 2, 0, 1, 0, 0], [24, 0, 0, 0, 0, 2, 0, 1, 0, 0], [23, 0, 2, 0, 0, 0, 0, 0, 0, 0], [14, 0, 0, 1, 0, 0, 0, 0, 0, 0]]"
523,"[[11, 0, 1, 1, 1, 0, 0, 0, 0, 0], [10, 2, 0, 1, 0, 0, 0, 0, 0, 0], [5, 3, 0, 0, 0, 1, 0, 0, 0, 0], [13, 0, 0, 0, 1, 1, 0, 0, 0, 0], [11, 0, 0, 0, 0, 0, 0, 0, 0, 0], [15, 0, 0, 1, 1, 2, 0, 0, 0, 0], [11, 1, 2, 1, 0, 0, 0, 0, 0, 0], [8, 2, 1, 0, 2, 0, 0, 0, 0, 0], [12, 0, 1, 0, 0, 0, 0, 0, 0, 0], [7, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
524,"[[14, 0, 1, 0, 0, 0, 0, 0, 0, 0], [10, 0, 0, 2, 2, 0, 0, 0, 0, 0], [9, 5, 0, 3, 1, 0, 0, 0, 0, 0], [8, 0, 1, 0, 0, 2, 0, 0, 0, 0], [13, 0, 0, 0, 1, 2, 0, 0, 0, 0], [13, 0, 0, 1, 1, 1, 0, 0, 0, 0], [11, 0, 0, 4, 1, 0, 0, 0, 0, 0], [17, 0, 1, 0, 0, 0, 0, 0, 0, 0], [9, 0, 1, 1, 1, 1, 0, 0, 0, 0], [9, 0, 1, 1, 0, 0, 0, 0, 0, 0]]"
525,"[[6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 1, 0, 0, 0, 0, 0], [4, 1, 0, 0, 1, 0, 0, 0, 0, 0], [2, 1, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 1, 0, 0, 0, 0], [5, 2, 0, 0, 1, 0, 0, 0, 0, 0], [0, 2, 1, 0, 0, 0, 0, 0, 0, 0], [2, 4, 0, 0, 2, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 0, 0, 0, 0]]"
526,"[[16, 0, 0, 0, 0, 0, 0, 0, 0, 1], [7, 5, 0, 0, 1, 0, 0, 0, 0, 0], [21, 0, 1, 0, 0, 1, 2, 0, 0, 1], [16, 0, 0, 0, 0, 0, 1, 0, 0, 1], [7, 6, 2, 0, 0, 0, 1, 0, 0, 2], [13, 1, 2, 0, 0, 0, 2, 0, 0, 0], [13, 0, 3, 0, 1, 0, 2, 0, 0, 1], [16, 2, 2, 0, 0, 0, 1, 0, 0, 4], [15, 0, 2, 0, 1, 0, 0, 0, 0, 0], [15, 2, 0, 0, 0, 1, 0, 0, 0, 0]]"
528,"[[6, 1, 1, 1, 0, 0, 0, 0, 0, 0], [6, 0, 0, 1, 1, 0, 0, 0, 0, 0], [5, 0, 0, 0, 1, 0, 0, 0, 0, 0], [7, 0, 0, 2, 2, 0, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0, 2, 0, 0, 0], [5, 1, 1, 1, 0, 0, 1, 0, 0, 0], [3, 1, 0, 0, 0, 0, 0, 0, 0, 0], [5, 1, 0, 0, 1, 0, 0, 0, 0, 0], [3, 0, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
529,"[[13, 1, 0, 1, 1, 0, 0, 0, 0, 0], [8, 1, 0, 2, 1, 0, 0, 0, 0, 0], [10, 2, 0, 0, 1, 0, 0, 0, 0, 2], [7, 1, 0, 2, 1, 0, 0, 0, 0, 1], [12, 0, 0, 1, 1, 0, 0, 0, 0, 0], [15, 0, 1, 0, 1, 0, 0, 0, 0, 1], [7, 0, 1, 1, 1, 0, 0, 1, 0, 1], [13, 0, 1, 0, 2, 0, 0, 0, 0, 0], [12, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
530,"[[7, 2, 1, 0, 1, 0, 0, 0, 0, 0], [12, 1, 0, 0, 0, 0, 0, 0, 0, 0], [14, 1, 0, 1, 0, 0, 0, 0, 0, 0], [13, 0, 0, 1, 1, 0, 0, 0, 1, 0], [14, 2, 2, 0, 1, 1, 0, 0, 1, 0], [12, 1, 1, 3, 0, 0, 0, 0, 0, 0], [12, 1, 3, 0, 0, 0, 0, 0, 0, 0], [5, 4, 2, 0, 0, 0, 0, 0, 0, 0], [5, 4, 4, 0, 2, 0, 0, 1, 0, 0], [2, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
531,"[[15, 6, 0, 0, 0, 0, 0, 2, 0, 0], [13, 3, 0, 0, 0, 0, 0, 0, 0, 0], [19, 2, 1, 0, 0, 0, 0, 1, 0, 0], [19, 3, 1, 0, 0, 0, 0, 1, 0, 0], [9, 3, 1, 0, 0, 0, 0, 3, 0, 0], [15, 3, 3, 2, 0, 0, 0, 3, 0, 0], [17, 0, 3, 0, 0, 0, 0, 2, 0, 0], [14, 0, 2, 0, 0, 0, 0, 0, 0, 0], [19, 2, 2, 1, 0, 0, 0, 1, 0, 0], [2, 0, 1, 1, 0, 0, 0, 0, 0, 0]]"
532,"[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 0, 0, 0, 0, 1, 0, 0, 0, 0], [5, 0, 0, 1, 1, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 2, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
533,"[[4, 1, 0, 1, 0, 0, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 1, 0, 1, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, 0, 1, 0], [3, 0, 0, 1, 0, 1, 0, 0, 0, 0], [5, 0, 0, 1, 1, 0, 0, 2, 0, 0], [5, 0, 0, 0, 0, 1, 0, 1, 0, 0], [2, 0, 0, 2, 0, 1, 0, 0, 0, 0], [3, 0, 0, 2, 1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
534,"[[15, 1, 2, 3, 0, 0, 0, 0, 0, 0], [10, 3, 0, 0, 2, 2, 0, 0, 0, 0], [18, 0, 0, 0, 1, 1, 0, 0, 0, 0], [7, 0, 0, 0, 2, 0, 0, 0, 0, 0], [9, 1, 0, 0, 0, 0, 0, 0, 0, 0], [17, 0, 0, 1, 1, 1, 0, 0, 0, 0], [17, 0, 0, 0, 0, 0, 0, 0, 0, 0], [14, 0, 0, 0, 0, 0, 0, 0, 0, 0], [13, 1, 0, 0, 1, 0, 0, 0, 0, 0], [2, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
535,"[[12, 0, 0, 0, 1, 0, 0, 0, 0, 0], [12, 1, 1, 1, 1, 1, 0, 0, 0, 0], [21, 0, 1, 0, 0, 2, 0, 0, 1, 0], [6, 4, 4, 4, 1, 1, 0, 1, 0, 0], [11, 4, 1, 0, 1, 0, 0, 0, 0, 0], [17, 0, 1, 0, 0, 0, 0, 0, 0, 0], [5, 1, 1, 1, 1, 0, 0, 0, 0, 0], [4, 7, 1, 1, 0, 0, 0, 0, 0, 0], [6, 6, 1, 0, 1, 0, 0, 0, 0, 0], [6, 4, 0, 0, 0, 0, 0, 0, 0, 0]]"
536,"[[7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 2, 1, 1, 0, 0, 0, 0, 0, 0], [6, 1, 1, 0, 0, 0, 0, 1, 0, 0], [8, 0, 1, 0, 0, 0, 0, 0, 0, 0], [10, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0], [6, 0, 0, 0, 1, 0, 0, 0, 0, 0], [1, 1, 2, 0, 0, 0, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
537,"[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 2, 0, 0, 0, 0, 0], [8, 1, 0, 0, 0, 0, 0, 0, 0, 0], [7, 1, 0, 0, 0, 0, 0, 0, 0, 0], [7, 1, 0, 0, 0, 0, 0, 0, 0, 0], [7, 1, 0, 0, 0, 0, 0, 0, 0, 0], [8, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 1, 0, 0, 0], [5, 1, 0, 0, 0, 0, 0, 0, 0, 0]]"
13979,"[[6, 1, 0, 1, 0, 0, 0, 0, 0, 0], [4, 5, 0, 0, 0, 1, 0, 0, 0, 0], [8, 1, 2, 0, 0, 0, 1, 0, 0, 0], [13, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 1, 1, 1, 0, 0, 1, 0, 0, 0], [3, 5, 0, 1, 0, 0, 0, 0, 0, 0], [3, 3, 0, 2, 0, 1, 2, 1, 0, 0], [4, 4, 1, 0, 0, 0, 1, 0, 0, 0], [2, 6, 2, 0, 0, 0, 0, 0, 0, 0], [6, 1, 1, 0, 0, 0, 0, 0, 0, 0]]"
538,"[[5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 3, 0, 0, 1, 0, 0, 0, 0, 1], [5, 1, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 0, 1, 0, 0, 0, 0, 0, 0], [5, 0, 1, 0, 2, 0, 0, 0, 0, 1], [6, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 1, 0], [3, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [2, 1, 0, 0, 1, 0, 0, 0, 0, 0]]"
539,"[[22, 1, 2, 3, 0, 0, 0, 0, 0, 0], [31, 2, 0, 0, 0, 1, 0, 0, 0, 0], [25, 0, 1, 0, 0, 3, 0, 0, 2, 0], [25, 1, 2, 0, 0, 4, 0, 1, 0, 0], [28, 1, 7, 1, 0, 2, 0, 1, 0, 0], [19, 4, 3, 0, 0, 0, 0, 0, 0, 0], [28, 1, 3, 0, 0, 0, 0, 0, 0, 0], [17, 2, 3, 0, 0, 0, 0, 0, 0, 0], [24, 3, 1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0]]"
540,"[[5, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 1, 0, 1, 0, 0, 0, 0, 0, 0], [6, 0, 0, 1, 0, 0, 0, 0, 0, 0], [8, 1, 0, 1, 0, 0, 0, 0, 0, 0], [7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 1, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 1, 1, 0, 0, 0, 0, 0, 0], [7, 0, 0, 1, 0, 0, 0, 0, 0, 0], [1, 1, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
