,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
624,70,7,2,3,6,4,0,0,0,0
625,42,2,3,0,1,0,3,0,0,0
626,40,5,8,2,2,0,0,0,0,0
627,62,0,4,3,0,5,0,1,1,0
628,34,0,8,5,2,2,0,0,0,0
629,34,0,8,5,2,2,0,0,0,0
630,37,2,5,1,3,0,0,0,1,0
631,66,9,8,14,1,12,0,3,1,0
632,63,14,12,0,1,0,3,3,0,0
633,37,1,4,0,0,0,0,1,0,0
634,49,8,5,1,1,1,3,0,0,0
635,49,8,5,0,3,0,7,2,0,0
636,89,31,0,2,9,0,5,2,0,0
637,26,3,4,2,0,1,0,0,0,0
638,23,0,5,3,1,0,0,0,1,0
639,90,2,8,4,8,1,0,1,0,0
640,44,2,4,4,4,3,0,1,2,0
641,79,8,12,2,9,5,0,0,0,0
642,92,4,7,1,4,0,10,1,0,0
643,55,6,2,2,4,1,2,0,0,0
644,108,5,9,3,5,14,0,1,0,0
645,83,7,17,9,6,0,0,2,7,0
646,76,1,10,7,3,8,0,0,0,0
647,56,10,5,4,7,1,4,0,0,0
648,51,8,7,1,2,0,0,0,0,0
649,36,1,1,0,2,1,0,0,0,0
650,49,7,2,3,0,2,0,0,0,0
651,49,1,2,3,0,1,0,2,0,0
652,42,1,3,6,1,4,0,0,1,1
653,51,12,4,8,6,7,6,0,0,0
654,47,3,7,13,3,2,0,4,1,0
655,36,3,5,0,1,0,1,0,0,0
656,48,4,4,0,6,0,10,0,0,0
657,60,10,2,1,2,3,5,0,0,0
658,51,3,8,4,0,0,0,1,1,0
659,85,7,8,4,2,1,2,1,1,0
660,36,11,4,4,1,2,0,0,1,0
661,56,8,12,0,6,1,0,1,0,0
662,53,6,2,3,2,1,0,1,0,0
663,95,8,11,1,6,0,5,0,2,0
664,25,1,2,1,0,0,1,0,0,0
665,58,3,0,9,0,7,0,0,0,0
666,22,2,10,0,2,1,0,1,0,1
667,26,3,7,0,2,2,4,0,0,0
668,57,9,3,2,1,1,1,5,0,0
669,105,14,6,1,0,4,2,3,1,0
670,44,0,5,3,0,3,0,0,0,0
671,51,8,3,4,0,1,0,4,0,0
672,57,2,1,6,3,1,0,0,2,0
673,71,1,3,0,6,0,3,0,1,0
674,67,11,8,5,4,3,0,1,2,0
675,74,15,7,12,6,5,0,0,1,0
676,66,7,4,12,2,1,0,0,0,0
677,60,2,7,4,0,0,0,0,1,0
678,46,8,6,3,5,4,0,0,0,0
679,53,4,4,0,1,2,0,0,0,0
680,44,2,1,0,3,0,4,0,0,0
681,47,13,7,1,2,0,0,0,0,0
682,107,4,15,0,5,0,0,0,0,0
683,91,12,5,0,6,0,1,1,0,0
684,140,13,12,0,9,0,12,0,0,0
685,36,2,4,6,1,3,0,0,1,0
686,89,3,4,4,3,3,0,0,4,0
687,67,8,3,1,1,0,2,0,0,0
688,67,8,3,1,1,0,2,0,0,0
689,67,8,5,1,7,2,0,2,0,0
690,36,2,3,0,1,0,0,0,0,0
691,75,5,15,3,0,0,4,0,0,0
692,80,0,3,0,0,1,0,6,0,0
693,134,14,14,11,7,11,0,2,6,0
694,93,3,14,7,2,0,0,1,0,0
695,126,7,12,6,6,7,0,0,1,0
696,27,11,0,1,0,0,0,0,0,0
697,99,11,10,12,6,13,0,2,1,0
698,18,3,6,0,0,1,0,3,0,0
699,37,0,9,3,3,2,0,1,0,0
700,51,7,5,2,0,4,0,1,0,0
701,90,4,7,4,4,8,0,0,2,0
702,89,5,10,5,8,5,0,0,0,0
703,49,5,3,0,1,0,2,0,0,0
704,29,7,1,0,0,1,5,0,0,0
705,51,8,8,6,3,2,1,0,1,0
706,91,17,9,7,4,6,0,0,0,0
707,243,15,12,5,0,21,2,0,0,1
708,243,15,12,5,0,21,2,0,0,1
709,23,10,12,2,3,1,0,1,0,0
710,24,3,0,2,0,0,0,0,0,0
711,82,14,3,3,5,9,0,0,1,0
712,103,5,5,4,1,4,0,0,0,0
713,52,4,6,12,3,3,0,2,0,0
714,97,3,9,6,5,3,0,1,2,0
715,78,4,9,5,2,0,0,2,0,0
716,100,27,15,6,1,3,1,2,1,0
717,69,3,11,4,6,2,0,2,1,0
718,145,3,27,1,8,1,1,6,0,0
719,80,9,1,3,11,0,0,0,0,0
720,67,3,1,0,6,0,3,0,0,0
721,76,3,5,0,1,0,1,0,0,0
722,102,8,18,9,4,9,0,2,0,0
723,54,9,2,0,4,1,0,0,1,0
724,64,0,8,0,2,0,4,1,0,0
725,79,6,15,0,4,1,6,1,0,0
726,75,4,11,6,2,2,0,2,2,0
727,74,5,6,8,0,10,0,0,0,0
728,43,0,2,0,1,0,0,0,0,0
729,94,15,7,0,9,5,0,0,1,0
730,22,4,5,1,0,0,0,0,0,0
731,99,2,10,5,8,7,0,2,1,0
732,80,21,7,1,4,4,2,0,0,0
733,64,0,11,8,3,3,0,0,0,0
734,63,2,9,9,2,3,0,0,1,0
735,74,10,6,0,5,0,0,3,0,5
736,48,10,0,7,1,0,0,0,0,0
737,99,14,7,5,1,0,4,1,0,0
738,99,14,7,5,1,0,4,1,0,0
739,46,0,7,2,0,0,0,1,0,0
740,38,2,2,2,2,1,0,5,0,0
741,29,7,2,1,2,0,0,2,0,0
742,131,9,5,4,5,4,0,1,1,1
743,134,13,15,14,0,5,0,1,0,0
744,71,8,8,7,1,3,0,0,0,0
745,134,5,9,2,6,0,3,0,0,1
746,25,11,9,3,1,0,2,0,0,0
747,45,5,6,2,3,0,0,1,0,0
748,93,13,9,5,10,1,0,3,0,0
749,20,2,3,0,2,0,0,0,0,0
750,34,2,5,2,1,0,0,0,0,0
751,25,1,2,3,2,0,0,1,0,0
752,16,4,14,0,1,0,0,0,0,0
753,51,5,4,1,0,0,4,0,0,0
754,14,11,2,0,4,0,0,2,0,0
755,37,0,3,4,0,3,0,0,0,0
756,120,7,11,0,5,2,8,0,1,3
757,47,6,4,3,2,1,0,0,0,0
758,26,3,5,0,1,0,3,0,0,0
759,67,3,4,7,1,1,0,0,0,0
760,48,6,4,0,4,0,0,0,0,0
761,40,6,8,3,2,3,0,0,1,0
762,21,13,5,3,6,0,0,3,2,0
763,72,1,4,8,3,3,0,1,0,0
764,66,8,5,4,7,0,2,0,0,0
765,48,5,13,3,3,0,0,0,0,0
766,58,5,4,4,5,4,0,0,1,0
767,81,8,3,8,3,0,0,1,0,5
768,19,5,6,4,0,1,0,0,0,0
769,48,3,5,4,1,0,0,0,0,0
770,48,4,7,0,4,0,0,1,0,0
771,55,5,8,2,2,2,0,3,0,0
772,57,1,7,0,2,1,0,0,0,0
773,26,9,5,0,0,1,0,0,0,0
774,34,4,2,0,0,1,2,0,0,0
775,71,9,7,3,3,0,3,0,0,0
776,65,6,11,12,4,13,0,1,0,0
777,29,2,5,1,2,3,0,0,0,0
778,26,1,1,4,0,5,0,0,0,0
779,29,29,13,2,7,4,0,1,0,0
780,50,5,8,7,2,2,0,0,2,0
781,41,1,1,1,1,0,0,0,0,0
782,49,4,3,4,5,3,0,1,0,0
783,69,4,11,3,10,0,0,3,0,0
784,36,4,1,0,2,0,4,0,0,0
785,29,3,0,2,1,0,2,1,0,0
786,29,33,2,0,1,1,0,2,0,0
787,53,2,6,4,0,2,0,3,2,0
788,200,5,10,6,12,4,0,2,1,0
789,200,5,10,6,12,4,0,2,1,0
790,18,8,5,1,3,0,2,0,0,0
791,49,7,5,4,4,4,0,0,0,0
792,85,9,6,4,9,2,0,7,2,0
793,47,5,3,4,0,1,0,1,0,0
794,26,5,2,0,0,0,4,0,0,0
795,72,2,6,1,5,1,0,0,0,0
796,60,4,3,4,1,5,0,2,1,0
797,40,2,8,6,6,1,0,1,3,0
798,59,9,5,3,4,2,0,3,1,0
799,47,2,3,5,1,0,0,0,0,0
800,35,13,8,2,7,0,0,0,0,0
801,24,3,5,0,3,0,0,0,0,0
802,56,2,5,3,0,2,0,0,2,0
803,39,7,2,2,2,1,0,2,0,2
804,54,1,4,0,1,1,1,0,0,0
805,149,23,12,8,14,9,0,0,3,0
806,36,8,7,4,0,0,0,0,0,0
807,41,2,2,2,0,0,0,1,0,0
808,80,2,7,7,5,6,0,0,1,0
809,45,6,7,3,2,0,0,3,0,0
810,79,9,4,7,9,7,0,3,0,0
811,65,9,7,4,0,0,3,7,0,0
812,57,4,2,1,2,2,0,1,0,0
813,42,16,6,5,0,1,0,0,0,0
814,75,28,0,2,7,5,1,0,0,6
815,40,3,5,3,4,0,0,1,0,0
816,37,1,2,0,0,3,0,2,1,0
817,29,9,5,3,1,0,0,0,0,0
818,38,2,8,2,0,3,0,2,1,0
819,49,6,5,4,0,1,0,0,1,0
820,18,7,8,0,1,0,2,6,0,4
821,75,7,6,5,8,1,1,0,1,0
822,84,0,7,3,0,2,1,1,0,0
823,78,4,8,7,5,4,0,0,1,0
824,227,12,16,14,13,5,0,3,3,0
825,227,12,16,14,13,5,0,3,3,0
826,22,19,7,3,2,1,0,0,0,0
827,77,4,3,0,5,0,3,0,0,0
828,79,10,4,6,3,1,0,0,1,0
829,29,2,3,0,0,0,0,0,0,0
830,84,5,3,9,2,2,0,2,1,0
831,60,10,0,1,0,7,0,1,1,0
832,97,14,10,9,1,9,0,3,1,0
833,69,2,5,2,0,4,0,1,1,0
834,77,0,8,2,2,2,1,0,0,0
835,21,11,2,0,2,0,0,0,0,1
836,20,7,6,1,0,3,0,0,0,0
837,41,0,7,0,0,0,1,0,0,0
838,41,8,9,2,5,3,0,0,0,0
839,58,9,9,0,6,8,0,1,2,0
840,184,12,15,1,0,7,0,5,0,0
841,31,0,3,4,1,3,0,0,0,0
842,41,1,0,0,0,1,5,0,0,0
843,313,34,26,13,23,9,14,1,5,0
844,98,8,6,3,6,4,0,0,2,0
845,56,6,4,0,3,3,0,0,0,0
846,65,2,5,2,2,1,0,1,0,0
847,55,11,4,3,0,0,0,0,3,0
848,26,17,0,0,1,1,0,2,1,0
849,28,4,7,0,0,0,4,1,0,0
850,143,20,13,0,7,3,8,0,0,0
851,32,9,6,1,0,0,0,0,0,0
852,53,12,10,4,1,1,0,0,0,0
853,38,6,3,5,2,2,0,1,0,0
854,64,13,16,5,7,3,0,0,1,0
855,29,8,6,1,1,1,0,0,0,0
856,39,3,9,0,0,0,1,1,0,0
857,93,12,6,2,8,0,3,1,1,7
858,51,0,4,5,1,0,4,0,0,0
859,56,14,6,5,3,0,3,0,0,0
860,54,0,3,6,1,2,0,0,0,0
861,55,3,6,2,3,0,6,1,0,0
862,102,3,4,4,2,0,0,0,0,1
863,47,10,5,4,2,2,0,0,0,0
864,28,1,3,1,0,1,0,0,1,0
865,68,7,11,4,0,3,0,0,4,0
866,63,9,7,3,9,4,0,1,2,6
867,152,22,10,0,8,2,4,3,0,5
868,169,29,26,12,9,9,8,2,1,0
869,54,7,4,2,1,0,0,0,1,0
870,126,20,14,3,0,11,5,2,1,0
871,24,10,6,3,2,0,0,0,0,0
872,23,3,1,1,0,0,0,0,0,0
873,37,6,2,1,0,0,0,0,0,0
874,0,6,1,0,0,0,0,0,0,1
875,103,19,11,11,3,4,0,0,2,0
876,31,6,5,2,5,0,0,0,0,0
877,44,5,8,1,0,0,0,9,0,0
878,66,2,2,2,7,3,1,0,1,0
879,62,8,9,2,5,8,0,2,0,0
880,55,2,0,3,0,3,0,0,1,0
881,49,4,10,3,5,5,0,0,2,0
882,35,3,9,1,2,1,0,1,0,0
883,122,8,12,0,6,0,1,0,0,0
884,124,19,8,2,2,8,0,1,3,0
885,55,14,15,6,4,0,0,0,0,0
886,193,14,14,11,7,9,0,6,1,0
887,193,14,14,11,7,9,0,6,1,0
888,63,0,5,4,0,3,0,0,0,0
889,193,14,14,11,7,9,0,6,1,0
890,61,11,8,1,3,1,3,0,1,0
891,58,5,7,0,3,0,0,0,0,0
892,36,7,6,2,1,1,0,1,0,0
893,44,3,6,6,0,0,0,0,0,0
894,96,23,10,3,7,0,3,1,0,0
895,61,3,7,2,2,2,0,1,3,0
896,150,26,8,6,12,6,0,0,3,0
897,63,1,2,4,0,0,0,1,0,0
898,27,6,4,4,7,3,0,0,2,0
899,38,0,2,0,0,0,1,3,0,0
900,28,6,4,1,3,1,0,1,0,0
901,39,3,7,4,2,0,0,0,0,1
902,38,11,4,0,2,0,1,2,0,0
903,38,6,4,2,3,0,0,0,1,0
904,24,7,4,0,2,0,0,0,0,0
905,117,7,10,11,3,6,9,3,1,0
906,96,2,13,1,1,0,12,0,0,0
907,68,5,2,4,0,0,0,1,2,0
908,68,8,3,0,11,0,9,0,0,0
909,27,10,1,5,0,0,0,0,0,0
910,30,5,3,0,1,1,0,0,0,0
911,70,19,15,1,10,1,0,2,0,0
912,51,6,9,0,0,0,1,0,0,0
