,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
626,125,16,10,9,4,5,0,2,0,6
627,36,1,7,0,3,0,9,0,0,0
628,54,12,3,5,5,2,0,1,0,0
629,175,16,10,24,16,9,0,6,7,1
630,115,10,5,9,11,2,0,0,1,0
631,110,12,6,8,0,11,0,0,1,0
632,101,5,5,3,7,0,0,3,2,0
633,93,5,2,2,0,0,2,1,1,0
634,81,5,18,13,9,2,0,0,5,0
635,53,5,3,1,0,1,0,2,0,0
636,129,11,3,2,0,0,10,0,0,0
637,69,10,7,1,6,7,0,2,1,0
638,90,4,3,6,0,2,0,1,0,6
639,22,5,5,2,0,0,0,0,0,0
640,46,2,2,2,0,2,0,0,0,0
641,25,9,1,1,0,0,3,1,0,2
642,50,7,6,2,3,0,0,2,1,0
643,36,3,4,3,0,0,0,2,1,0
644,231,11,13,13,8,17,0,4,0,0
645,37,4,3,3,2,1,0,0,0,0
646,18,3,3,3,3,0,0,0,0,0
647,79,7,5,1,0,0,11,0,0,0
648,93,12,7,0,7,0,4,1,0,0
649,178,22,3,0,0,4,13,1,1,0
650,32,9,2,4,0,1,0,0,0,0
651,96,11,9,3,8,4,0,1,0,0
652,51,5,4,3,0,1,0,13,0,0
653,53,5,5,5,10,0,0,1,0,0
654,86,2,6,5,8,6,0,2,0,0
655,65,13,2,5,6,2,0,1,0,0
656,51,10,5,6,0,1,1,0,0,0
657,80,2,4,0,5,0,0,0,0,0
658,37,4,0,0,0,0,1,0,0,0
659,47,4,0,0,0,2,0,2,0,0
660,52,2,6,4,2,2,0,0,1,0
661,33,29,13,1,10,0,0,3,0,0
662,157,36,11,4,10,1,11,3,0,0
663,62,5,2,2,0,3,0,3,0,0
664,33,7,2,2,2,4,0,0,2,0
665,87,11,6,0,4,3,10,2,0,0
666,43,3,4,0,0,1,0,0,0,0
667,27,0,0,3,3,0,1,0,0,0
668,62,3,4,1,8,0,9,5,0,0
669,35,29,13,1,10,0,0,3,0,0
670,47,2,8,4,0,2,0,0,0,0
671,48,7,8,0,1,0,2,12,0,0
672,48,20,8,6,18,2,0,1,1,0
673,50,2,2,0,1,0,2,0,1,0
674,50,2,2,0,1,0,2,0,1,0
675,37,3,2,3,0,2,0,1,0,0
676,71,1,8,5,4,0,0,7,0,0
677,60,8,6,1,4,0,3,0,0,0
678,46,7,8,0,1,0,2,12,0,0
679,35,3,0,0,2,0,1,0,0,0
680,63,7,4,1,5,3,3,3,0,0
681,62,6,4,1,5,3,3,3,0,0
682,133,7,4,8,5,4,0,5,0,0
683,47,1,0,3,1,0,0,0,0,0
684,66,7,0,3,7,2,0,0,0,0
685,113,7,16,6,0,0,0,9,0,0
686,67,7,7,7,10,0,0,0,0,0
687,48,6,7,1,8,0,0,3,0,0
688,52,5,2,2,0,0,0,0,0,0
689,52,5,2,2,0,0,0,0,0,0
690,106,9,1,17,5,4,1,0,0,0
691,111,6,3,8,0,14,2,1,0,0
692,70,4,2,8,0,3,0,1,0,0
693,166,20,10,15,22,12,0,0,0,0
694,28,2,3,1,3,1,0,0,0,0
695,42,9,3,1,3,2,7,1,0,0
696,50,7,3,6,1,0,0,1,1,0
697,37,4,2,2,1,0,1,0,0,0
698,55,0,4,1,1,1,0,3,0,0
699,111,21,9,3,16,0,3,2,0,0
700,30,11,4,1,2,0,10,0,0,0
701,66,8,6,7,6,2,2,0,0,0
702,36,12,13,10,5,3,0,4,0,0
703,56,10,2,5,0,0,0,4,0,0
704,46,15,3,0,2,2,6,1,0,3
705,118,14,6,1,1,0,4,4,3,1
706,73,4,3,7,0,4,0,1,0,0
707,48,2,0,1,1,1,0,0,0,0
708,38,7,5,1,2,0,0,0,0,0
709,38,7,3,1,0,0,2,6,0,0
710,171,28,15,8,0,11,0,18,1,0
711,144,16,7,0,9,0,2,4,1,0
712,98,10,17,3,10,2,0,2,0,0
713,49,4,1,0,0,0,4,2,0,0
714,51,4,7,7,4,7,0,11,1,0
715,52,8,1,5,0,0,0,3,2,0
716,69,12,2,6,7,2,0,0,0,0
717,57,3,2,6,0,0,0,3,0,0
718,73,5,4,2,0,0,0,0,0,0
719,102,11,2,0,3,3,10,1,0,0
720,56,24,1,2,0,1,0,0,0,4
721,53,24,1,1,0,1,0,0,0,4
722,42,6,6,0,0,0,0,1,0,0
723,35,23,5,3,5,2,0,0,0,0
724,44,6,4,4,6,2,0,0,0,0
725,94,13,4,4,2,2,0,3,0,0
726,112,19,6,2,0,4,0,0,0,0
727,51,9,2,1,3,4,0,2,0,0
728,66,10,5,1,4,0,2,2,0,3
729,279,7,13,11,13,8,0,10,0,9
730,81,30,6,15,6,5,0,1,0,0
731,15,8,7,0,2,0,0,0,0,0
732,86,7,6,4,4,3,0,4,0,0
733,45,1,4,6,0,0,0,2,0,0
734,54,2,5,0,2,0,0,0,0,0
735,112,17,6,8,5,3,0,1,2,0
736,55,2,5,9,1,0,0,0,1,0
737,134,6,10,6,7,13,0,5,0,0
738,64,8,10,5,5,0,8,1,0,0
739,158,7,10,6,0,4,0,1,2,0
740,128,9,3,4,0,5,0,3,1,0
741,53,1,3,8,0,7,0,0,0,0
742,44,7,6,5,1,0,0,0,1,0
743,42,3,4,3,1,3,0,4,1,0
744,34,1,2,1,1,0,0,0,0,0
745,22,10,1,4,0,2,0,0,1,0
746,37,3,2,6,3,1,1,0,0,0
747,135,7,20,15,0,8,0,11,4,0
748,119,18,4,4,4,0,0,6,0,0
749,62,5,10,4,4,0,0,1,0,0
750,126,11,10,3,7,2,0,1,0,6
751,90,21,8,4,0,0,1,3,1,0
752,172,15,6,4,5,3,20,0,0,7
753,57,17,3,2,3,1,0,3,0,0
754,28,5,4,5,2,3,0,0,1,0
755,27,6,8,2,3,1,0,0,1,0
756,59,6,7,10,8,2,0,1,0,0
757,116,8,6,11,6,3,0,1,0,0
758,20,13,2,0,1,1,0,0,1,0
759,27,16,2,4,1,5,0,0,1,0
760,27,16,2,4,1,5,0,0,1,0
761,16,5,3,1,1,0,0,0,0,0
762,93,1,4,2,0,1,0,4,0,0
763,43,10,5,1,3,0,0,2,0,0
764,81,10,5,0,5,2,0,2,1,0
765,29,12,3,5,1,3,0,1,0,0
766,43,1,5,0,3,1,0,2,0,0
767,102,27,5,6,0,1,0,5,0,0
768,83,4,8,5,5,3,0,0,1,0
769,60,3,1,3,5,2,1,5,0,0
770,127,6,3,0,0,0,3,1,0,4
771,49,8,0,3,6,0,0,0,0,0
772,45,3,2,4,7,0,0,0,0,0
773,236,10,15,12,19,4,0,0,1,0
774,83,10,4,7,11,10,0,2,1,0
775,133,12,9,2,9,5,0,1,1,0
776,75,11,5,10,10,3,0,1,1,0
777,75,3,5,3,1,3,0,5,0,0
778,70,6,1,0,0,0,7,0,0,0
779,54,12,6,2,5,3,0,2,0,0
780,104,8,13,9,7,9,0,1,0,5
781,100,4,2,1,0,5,5,1,1,0
782,36,0,3,5,0,1,0,0,1,0
783,74,3,10,6,1,0,1,1,0,0
784,56,1,4,3,2,4,0,2,0,0
785,73,8,9,10,4,5,0,0,5,0
786,52,2,3,0,1,0,3,0,0,0
787,42,8,2,5,8,3,0,0,2,0
788,218,34,7,0,0,8,10,3,0,0
789,57,8,4,2,1,0,1,0,1,0
790,55,6,7,3,1,1,0,1,0,0
791,59,6,8,3,3,0,3,0,0,0
792,50,5,11,2,7,3,0,0,0,0
793,89,8,11,1,1,0,0,2,1,0
794,42,3,0,2,1,5,0,1,0,0
795,32,3,5,0,1,0,2,0,0,0
796,46,0,7,2,1,0,6,0,0,0
797,131,7,3,0,6,1,3,0,0,2
798,43,3,5,2,0,3,0,3,1,3
799,56,6,12,3,0,4,0,5,0,0
800,76,3,12,3,0,7,0,3,2,0
801,87,28,4,2,0,2,0,0,0,0
802,99,15,9,3,9,0,7,1,0,0
803,121,21,8,5,4,8,0,3,0,0
804,27,18,6,0,5,0,0,0,0,0
805,63,13,7,2,1,6,0,0,0,0
806,47,2,3,1,5,2,0,1,0,0
807,134,8,18,14,5,7,0,0,0,4
808,45,1,5,7,1,4,0,0,0,0
809,57,1,2,6,0,3,0,1,0,0
810,127,16,3,1,0,5,8,8,0,0
811,115,15,20,3,6,1,0,1,1,0
812,49,1,4,6,3,5,0,1,1,0
813,71,4,7,5,2,0,0,1,0,0
814,77,11,6,1,0,2,0,0,0,1
815,90,11,5,5,5,3,0,0,0,0
816,73,14,4,3,4,1,0,0,0,3
817,159,2,12,1,12,9,1,2,1,0
818,54,1,1,1,0,0,0,0,0,0
819,26,9,2,2,2,0,0,0,1,0
820,35,4,2,5,1,4,0,1,0,0
821,50,1,1,6,0,3,0,1,0,0
822,97,15,5,4,13,7,0,0,4,0
823,62,1,10,1,4,1,0,1,0,0
824,30,1,5,2,0,0,0,0,0,0
825,53,65,23,4,3,3,0,7,0,0
826,97,14,9,7,0,4,0,3,0,0
827,100,23,8,0,5,8,0,0,3,0
828,101,23,8,0,5,8,0,0,3,0
829,67,8,2,10,2,4,0,3,0,0
830,85,15,1,6,1,5,0,0,0,0
831,40,0,1,2,0,3,0,1,0,0
832,153,9,9,8,6,2,1,3,0,0
833,178,30,5,1,8,8,4,3,0,0
834,90,7,3,2,11,4,0,6,3,0
835,51,4,0,0,0,0,3,2,0,0
836,80,0,5,5,0,2,0,0,0,0
837,111,1,5,0,5,0,8,0,0,0
838,33,5,12,1,3,0,0,0,0,0
839,59,7,1,2,0,4,0,1,0,0
840,115,16,7,6,6,0,7,0,0,0
841,132,8,16,0,12,0,11,0,0,0
842,147,12,22,7,5,5,0,1,0,0
843,132,8,16,0,12,0,11,0,0,0
844,41,13,1,3,0,0,1,1,0,0
845,89,9,4,6,1,0,0,1,0,0
846,108,14,6,4,6,5,11,0,2,0
847,63,3,7,2,0,0,0,2,0,0
848,33,3,3,4,0,0,0,0,0,0
849,135,36,16,8,0,1,0,3,0,0
850,61,24,5,4,0,4,2,3,0,4
851,70,5,3,1,0,0,0,6,1,0
852,61,2,0,3,0,0,0,2,0,4
853,113,8,13,3,5,6,0,0,3,0
854,51,10,6,2,1,2,0,2,0,0
855,196,22,16,13,0,11,0,6,3,0
856,76,2,5,1,0,0,0,7,0,0
857,74,17,4,5,1,0,2,1,1,0
858,81,1,5,2,1,2,0,1,0,5
859,46,5,0,5,2,0,0,0,0,0
860,47,2,7,4,0,1,0,1,1,0
861,57,0,7,3,4,5,5,0,0,0
862,93,9,4,7,3,3,0,1,1,0
863,23,3,0,1,2,1,0,1,0,1
864,43,4,3,2,3,0,0,0,0,0
865,159,7,26,0,0,1,13,8,0,0
866,169,11,7,16,5,5,0,0,1,0
867,76,16,1,7,0,2,0,2,0,0
868,68,2,3,9,1,4,0,2,1,0
869,115,5,4,0,0,0,0,9,0,0
870,47,4,3,2,0,0,1,1,0,0
871,73,14,10,4,8,3,0,2,2,0
872,116,12,8,3,8,2,6,0,1,0
873,42,8,6,12,3,3,0,1,1,0
874,108,11,7,1,0,0,5,4,0,0
875,42,5,2,0,4,0,2,2,0,0
876,122,6,3,1,0,10,0,17,0,0
877,40,6,3,7,2,3,0,0,1,0
878,43,3,1,0,0,1,1,0,0,0
879,43,3,10,7,3,1,0,3,0,0
880,182,8,14,8,3,0,10,7,0,0
881,217,16,24,6,14,5,0,11,0,0
882,33,9,2,3,1,1,0,0,2,0
883,161,11,16,11,0,1,0,1,0,0
884,57,5,7,1,0,2,0,0,0,0
885,196,7,19,5,8,2,0,5,4,0
886,64,4,4,5,2,6,0,0,0,0
887,14,12,1,0,5,0,5,5,0,0
888,42,3,6,6,0,0,0,2,0,0
889,28,1,1,5,0,1,0,0,0,0
890,60,1,5,1,2,2,2,0,0,0
891,92,3,2,4,0,5,0,1,0,0
892,75,11,12,1,1,0,1,2,1,0
893,77,11,4,7,0,4,0,2,0,0
894,179,22,5,7,1,5,0,7,1,0
895,44,10,3,0,3,1,0,1,0,0
896,77,6,1,1,0,2,0,0,0,0
897,43,9,6,9,0,3,0,1,0,0
898,98,13,13,4,9,2,0,2,0,5
899,163,12,14,14,5,3,0,1,1,5
900,37,0,0,1,0,1,0,0,0,0
901,102,13,7,2,13,0,5,1,0,0
902,39,9,2,3,0,0,0,0,0,0
903,125,22,7,3,1,4,8,0,2,3
904,136,20,3,8,1,7,0,1,0,0
905,63,9,8,0,6,2,5,1,0,0
906,119,15,15,5,6,1,7,10,0,0
907,115,16,3,9,0,3,0,0,1,0
908,84,8,2,0,0,3,0,0,0,0
909,89,11,11,13,0,3,0,5,5,0
910,91,17,10,0,7,8,9,0,1,0
911,129,26,7,7,0,5,0,4,1,0
912,41,2,2,2,0,0,6,0,1,0
913,81,3,2,5,3,5,0,1,0,0
914,129,12,7,1,0,14,5,0,3,0
915,115,7,13,8,4,1,0,0,0,0
916,108,13,9,1,9,9,2,7,5,0
917,191,7,15,0,0,8,18,2,2,0
918,17,16,1,3,1,2,0,5,0,0
919,116,12,9,1,4,8,15,0,2,0
920,50,0,3,6,0,3,0,1,0,0
921,99,20,7,2,8,2,2,2,1,0
922,152,11,26,8,0,18,0,3,0,0
923,182,10,7,7,8,4,2,0,2,0
924,112,12,8,4,6,12,1,1,4,0
925,157,15,17,4,7,7,0,0,0,0
926,155,14,18,4,6,7,0,0,0,0
927,196,34,8,4,16,8,0,9,0,0
928,54,3,1,0,1,2,1,0,1,0
929,36,9,4,2,0,0,0,0,0,0
930,21,10,3,3,1,2,0,0,0,0
931,58,3,7,4,1,2,0,2,1,0
932,86,14,4,0,5,4,1,0,0,9
933,82,9,1,4,5,3,0,0,0,0
934,32,10,1,2,4,0,0,0,0,0
935,147,11,5,3,1,1,0,1,0,0
936,147,21,16,18,6,2,3,0,0,0
937,70,5,0,3,0,1,0,0,0,0
938,54,3,10,0,0,0,3,1,0,0
939,180,10,14,1,5,3,20,9,0,1
940,117,4,12,10,7,5,0,0,0,8
941,57,1,2,2,3,0,0,0,0,0
942,35,5,3,3,2,0,0,3,0,0
943,69,19,3,1,7,2,0,3,1,0
944,26,6,2,4,3,0,0,3,1,0
945,143,12,12,6,1,6,0,3,3,0
946,63,4,3,3,2,1,0,2,0,0
947,81,10,10,1,1,3,6,1,0,0
948,168,25,12,18,1,5,0,0,0,0
949,34,5,4,2,6,7,0,0,0,0
950,39,3,2,0,4,0,4,0,0,0
951,56,3,5,7,2,7,0,2,1,0
952,39,2,2,0,3,1,3,1,0,0
953,45,3,6,5,1,2,0,0,0,0
954,124,12,15,3,1,0,2,0,0,0
955,46,0,7,1,0,1,3,0,0,0
956,83,8,3,1,2,2,4,0,0,0
957,30,6,1,0,2,0,0,0,0,0
958,38,8,2,0,1,0,2,0,0,0
959,95,7,7,4,0,4,0,0,0,0
960,72,6,2,5,1,3,0,1,0,0
961,87,8,4,5,4,0,7,0,0,0
962,40,5,3,2,0,0,0,0,0,0
963,64,4,2,0,0,1,3,1,1,0
964,42,7,4,1,0,0,0,0,1,0
965,65,11,3,9,0,1,0,5,0,0
966,47,10,12,1,1,4,0,0,0,0
967,95,13,11,2,0,2,6,2,1,0
968,38,1,4,1,2,1,2,5,0,0
969,68,3,3,1,5,0,0,1,0,1
970,56,7,6,5,1,4,0,0,2,0
971,68,5,2,2,0,6,0,1,1,0
972,7,16,3,4,7,1,0,0,0,0
973,31,8,4,3,0,2,0,0,0,0
974,30,4,4,4,0,0,0,1,0,0
975,81,3,8,2,0,1,0,0,0,0
976,53,12,0,2,3,3,0,2,0,0
977,80,5,16,11,7,0,6,0,3,0
978,121,12,11,25,2,1,0,0,0,3
979,71,6,1,0,0,0,1,0,0,0
980,62,4,5,2,2,5,0,0,0,0
981,69,3,4,6,2,1,3,0,0,0
982,34,1,4,1,1,0,0,0,0,0
983,145,1,1,5,0,2,0,1,1,0
984,65,11,8,6,5,3,0,0,0,0
985,46,3,3,0,6,0,0,0,0,0
986,32,5,2,1,3,2,2,1,0,0
987,29,4,4,0,0,0,0,1,0,0
988,42,9,3,4,4,0,2,3,0,0
989,88,4,4,7,5,14,0,3,0,0
990,33,1,0,3,0,3,3,0,1,0
991,98,11,3,8,6,16,0,3,2,0
992,111,14,5,11,4,15,0,0,2,0
993,96,8,7,8,5,2,0,1,1,0
994,110,2,3,2,3,3,0,3,0,0
995,42,1,1,1,1,2,5,2,0,0
996,91,22,12,7,1,0,0,1,0,0
997,103,37,2,0,1,0,8,0,0,0
998,138,12,2,8,0,3,0,1,1,0
999,70,2,4,3,0,2,0,2,0,0
1000,174,14,11,0,0,2,8,0,0,0
1001,111,15,10,7,2,6,0,12,0,0
1002,94,13,3,9,3,1,3,1,0,0
1003,59,8,6,0,1,4,6,0,0,4
1004,36,12,8,1,2,0,1,0,0,1
1005,25,4,4,3,0,1,0,0,0,0
1006,72,7,3,2,4,3,0,7,1,0
1007,28,6,5,2,0,3,0,0,0,0
1008,116,7,10,1,0,1,5,0,0,9
1009,46,2,5,3,0,7,0,0,1,0
1010,105,8,6,4,7,6,0,0,0,0
1011,353,14,19,5,13,12,13,12,0,0
1012,70,8,5,5,0,7,0,0,0,0
1013,57,8,4,8,3,5,0,0,3,0
1014,35,3,4,0,1,0,5,0,0,0
1015,38,8,4,1,1,0,0,0,0,0
1016,45,8,4,2,0,3,0,0,2,0
1017,90,15,1,1,0,3,0,9,0,0
1018,46,3,1,3,2,2,0,0,1,0
1019,90,9,9,1,6,4,10,2,0,0
1020,85,6,9,4,0,2,0,0,0,0
1021,85,3,5,5,2,3,0,0,0,0
1022,37,3,2,1,2,1,0,0,0,0
1023,29,17,2,0,0,0,0,8,0,0
1024,20,0,2,2,1,0,0,0,0,0
1025,87,15,4,2,0,5,5,6,0,0
1026,93,9,4,3,1,3,5,0,0,2
1027,73,1,3,1,1,0,0,3,0,0
1028,76,17,10,5,1,1,0,0,1,0
1029,245,18,25,15,33,18,0,4,2,0
1030,199,19,10,10,2,3,0,2,0,4
1031,62,12,5,3,0,4,0,1,1,2
1032,24,1,1,1,0,2,0,1,0,0
1033,49,3,4,1,0,0,0,0,0,0
1034,60,4,12,5,3,7,0,0,0,0
1035,142,9,12,5,0,6,0,6,4,0
1036,40,5,2,5,1,0,0,0,0,0
1037,94,12,11,13,4,12,0,0,3,0
1038,123,2,16,12,2,6,0,1,1,0
1039,178,29,2,2,14,1,1,7,1,0
1040,128,3,14,3,0,0,2,3,0,0
1041,54,15,4,8,0,1,0,2,0,0
1042,42,20,8,1,4,1,0,0,0,0
1043,147,11,7,2,5,1,10,3,1,0
1044,81,10,4,6,4,2,0,0,0,2
1045,92,11,5,18,1,2,0,1,1,0
1046,183,13,20,1,0,3,14,1,0,0
1047,110,9,3,3,10,4,7,14,1,0
1048,59,4,5,3,9,3,1,0,0,0
1049,80,5,4,7,3,7,0,3,1,0
1050,176,9,12,10,0,0,12,0,0,0
1051,61,2,2,1,1,2,3,3,1,0
1052,28,3,3,0,0,0,2,0,0,0
1053,41,2,1,2,0,2,0,1,0,0
1054,64,5,5,1,0,1,0,0,0,0
1055,32,0,2,1,0,0,0,0,0,0
1056,124,17,12,0,0,4,18,4,0,0
1057,91,5,1,0,11,3,8,0,0,0
1058,51,8,15,5,3,2,0,0,0,0
1059,87,10,8,3,8,6,0,1,1,0
1060,115,7,9,0,12,8,8,2,0,0
1061,67,5,6,1,0,0,2,0,2,0
1062,109,9,2,9,8,6,0,0,2,0
1063,58,14,3,0,4,2,4,2,0,0
1064,31,3,1,0,0,0,0,4,0,0
1065,64,1,9,3,0,1,0,5,0,0
1066,50,6,2,4,1,0,0,1,1,0
1067,112,8,15,8,0,2,0,1,0,0
1068,148,15,3,0,0,3,3,6,2,0
1069,43,17,2,3,17,8,0,2,1,0
1070,83,9,26,0,5,0,3,2,0,0
1071,20,8,3,0,0,3,0,1,0,0
1072,94,11,1,3,0,8,0,0,1,0
1073,197,25,22,17,4,15,0,7,1,0
1074,124,14,2,8,1,4,0,8,1,0
1075,116,5,5,6,0,1,0,2,0,0
1076,119,3,5,7,2,0,0,0,1,2
1077,33,1,6,3,1,0,0,0,0,0
1078,33,1,6,3,1,0,0,0,0,0
1079,109,15,9,10,1,2,0,1,0,0
1080,57,4,0,0,1,0,3,2,0,0
1081,75,4,2,0,0,1,0,2,0,0
1082,186,10,6,13,1,7,0,16,0,0
1083,29,5,2,4,0,1,0,2,0,0
1084,68,5,2,0,0,0,1,1,1,0
1085,100,10,5,9,5,4,0,2,1,1
1086,49,1,3,4,1,2,0,0,0,0
1087,158,16,15,7,0,8,1,10,1,2
1088,65,39,11,0,35,0,14,1,0,0
1089,63,1,3,1,0,0,1,0,0,0
1090,13,15,1,0,0,0,0,0,0,0
1091,45,9,15,3,3,3,0,0,0,0
1092,145,15,9,0,6,2,12,2,0,3
1093,48,8,1,0,3,0,3,0,0,0
1094,32,1,3,2,0,3,0,0,1,0
1095,62,4,10,2,0,0,4,1,0,0
1096,62,4,10,2,0,0,4,1,0,0
1097,40,3,3,1,1,0,1,0,0,0
1098,91,6,5,5,3,3,0,0,0,4
1099,83,2,7,3,0,2,0,0,5,0
1100,39,13,11,2,4,2,1,1,0,0
1101,37,3,3,2,6,1,0,1,0,0
1102,103,3,1,5,14,6,0,6,1,0
1103,35,6,0,2,0,7,0,0,0,0
1104,46,9,1,3,0,0,0,0,0,0
1105,72,20,3,7,2,4,0,3,0,0
1106,135,9,4,3,5,4,7,0,1,0
1107,84,7,1,0,1,3,0,1,0,0
1108,64,4,6,2,0,3,0,2,1,0
1109,32,3,6,0,1,0,7,1,0,0
1110,55,28,8,3,3,1,0,3,1,0
1111,53,5,9,7,1,4,0,0,0,0
1112,124,10,9,0,0,2,9,2,0,0
1113,36,11,9,4,0,2,1,2,0,0
1114,68,5,4,9,1,0,0,1,0,0
1115,93,4,3,2,1,1,4,0,0,0
1116,84,6,5,1,1,1,0,0,0,0
1117,73,12,4,1,2,0,0,0,0,0
1118,71,12,4,1,2,0,0,0,0,0
1119,52,1,4,1,3,1,0,2,0,0
1120,63,8,18,12,3,6,1,5,0,0
1121,45,9,4,5,4,0,0,3,0,0
1122,68,1,2,1,5,0,6,3,0,0
1123,53,4,6,0,0,0,0,1,0,0
1124,41,9,2,3,1,2,0,1,1,0
1125,70,12,4,0,5,0,1,2,0,0
1126,120,6,19,0,10,0,1,2,0,0
1127,63,19,7,1,6,0,2,0,0,0
1128,45,2,1,3,0,1,0,0,0,0
1129,66,22,2,5,6,6,0,0,0,0
1130,32,4,2,2,0,5,0,0,0,0
1131,73,3,7,1,5,0,0,2,0,0
1132,117,3,6,7,10,7,0,5,0,0
1133,46,4,7,3,0,2,0,0,0,0
1134,60,2,5,0,0,0,5,0,0,0
1135,91,6,7,10,7,0,13,1,0,0
1136,172,9,10,9,15,18,0,0,1,0
1137,23,8,2,0,1,1,0,0,0,0
1138,88,5,10,8,2,3,0,3,0,0
1139,89,20,13,1,6,0,1,5,0,1
1140,32,6,3,5,1,3,0,0,0,0
1141,29,13,12,2,0,0,0,0,0,1
1142,14,8,5,2,5,0,0,1,0,0
1143,99,58,8,4,0,5,0,4,1,0
1144,104,7,12,13,11,5,0,0,1,0
1145,59,6,2,4,7,3,0,1,1,0
1146,71,2,4,8,4,1,2,0,1,0
1147,207,6,7,7,5,14,0,6,1,0
1148,87,41,7,7,3,16,0,0,2,0
1149,65,6,5,1,0,0,5,0,0,0
1150,132,15,7,0,0,6,8,8,4,0
1151,73,11,0,5,8,0,1,3,2,0
1152,73,11,0,5,8,0,1,3,2,0
1153,39,4,6,1,2,0,0,0,1,0
1154,167,22,15,10,9,12,0,3,2,0
1155,71,14,7,4,0,2,0,0,1,0
1156,69,21,9,0,7,0,6,12,0,0
1157,52,5,2,3,0,2,0,0,0,0
1158,145,14,9,5,1,3,0,4,0,9
1159,187,19,14,16,0,1,0,1,2,0
1160,60,8,5,5,4,5,0,1,0,0
1161,109,24,5,1,6,0,3,0,0,0
1162,37,5,4,10,2,3,0,0,1,0
1163,112,3,6,5,7,2,0,1,0,0
1164,145,16,11,8,7,4,0,4,0,0
1165,70,16,11,5,5,1,0,2,2,0
1166,110,12,6,0,3,1,9,5,0,4
1167,42,1,0,0,0,0,3,2,0,0
1168,49,4,1,1,0,2,0,0,0,0
1169,50,3,2,2,1,0,0,0,0,0
1170,118,11,12,8,1,10,0,0,0,0
1171,113,7,4,0,3,10,6,6,2,1
1172,176,11,4,0,3,15,6,6,3,1
1173,148,17,9,12,7,6,0,4,1,0
1174,119,24,7,6,7,2,0,2,0,0
1175,31,4,0,1,0,1,0,0,0,0
1176,25,5,12,1,1,0,0,0,1,0
1177,134,23,5,5,1,1,0,0,0,0
1178,30,7,1,1,4,2,0,4,1,0
1179,117,18,31,6,6,6,0,2,2,0
1180,72,13,5,3,0,5,0,6,0,0
1181,87,5,3,10,5,0,0,1,0,2
1182,64,3,7,0,0,7,9,1,2,0
1183,27,24,1,1,1,0,0,0,0,0
1184,43,1,3,2,1,0,0,0,0,0
1185,160,12,8,1,9,7,6,4,1,0
1186,69,7,8,0,0,0,3,0,0,0
1187,76,4,8,5,5,3,0,5,1,0
1188,51,4,3,6,5,2,0,0,0,0
1189,78,19,3,10,1,1,3,2,0,0
1190,33,2,1,4,2,2,0,3,0,0
1191,50,2,1,4,0,1,0,0,0,0
1192,81,5,10,7,6,5,0,4,8,0
1193,53,3,0,2,0,5,0,2,1,0
1194,53,3,0,2,0,5,0,2,1,0
1195,40,8,10,2,1,8,0,1,0,0
1196,113,13,20,5,4,1,3,0,1,3
1197,82,6,7,5,0,1,0,3,1,0
1198,100,27,9,1,11,7,0,1,0,0
1199,193,26,4,4,10,6,0,11,0,0
1200,114,9,14,7,0,8,0,5,1,0
1201,156,11,19,0,10,1,11,6,0,0
1202,98,4,3,2,1,0,7,2,0,0
1203,108,9,4,6,7,5,0,0,1,0
1204,73,1,4,6,4,1,0,0,1,0
1205,83,2,4,0,3,0,7,0,0,0
1206,89,21,6,11,2,5,0,1,1,0
1207,47,2,3,0,7,1,0,0,0,0
1208,41,6,8,1,1,0,0,0,0,0
1209,106,14,8,7,1,6,0,0,4,0
1210,58,14,4,2,5,1,0,2,1,0
1211,75,7,3,5,10,2,0,1,0,0
1212,83,18,3,0,1,0,5,1,0,2
1213,92,3,9,6,4,1,0,1,2,0
1214,117,16,13,8,9,7,0,0,1,0
1215,63,4,3,5,2,2,0,1,0,0
1216,29,4,6,5,6,0,0,4,0,0
1217,48,0,3,0,5,3,0,0,0,0
1218,40,5,4,0,0,0,0,0,0,0
1219,94,24,11,2,5,0,0,3,1,0
1220,42,1,3,4,0,1,0,1,0,0
1221,68,6,1,1,3,0,0,0,2,2
1222,35,8,10,1,2,2,1,2,1,3
1223,58,6,1,5,4,0,0,0,2,0
1224,52,8,9,5,4,1,0,0,0,0
1225,140,10,3,13,1,10,0,6,1,0
1226,138,8,10,5,8,6,0,4,3,0
1227,120,12,9,0,7,0,4,0,0,0
1228,64,12,4,8,7,0,0,0,0,0
1229,16,8,4,3,0,0,0,2,0,0
1230,40,4,3,2,1,3,0,0,0,0
1231,38,10,1,2,3,0,5,0,0,0
1232,52,9,6,3,0,3,4,0,2,0
1233,42,2,0,2,0,2,0,2,0,0
1234,35,8,2,6,0,0,0,1,0,0
1235,40,16,4,0,2,0,0,0,0,0
1236,75,19,1,2,8,3,0,1,1,0
1237,79,11,4,4,0,1,0,2,0,0
1238,42,3,3,2,0,2,0,1,0,0
1239,90,7,2,4,1,2,0,1,2,0
1240,104,9,16,1,0,5,9,2,1,0
1241,29,10,9,1,3,0,0,0,0,0
1242,94,8,7,1,3,1,3,1,2,0
1243,77,3,2,10,5,5,0,5,0,0
1244,32,0,2,3,0,1,0,3,0,0
1245,27,2,2,1,1,0,4,0,0,0
1246,80,10,7,3,0,0,0,3,0,0
1247,84,5,7,2,7,0,0,1,0,0
1248,99,4,13,3,11,1,0,8,0,1
