,Author,We,Baby,Doctor,Partner,Nurse,Midwife,Family,Anesthesiologist,Doula
1249,65,6,9,1,1,0,2,0,0,2
1250,87,13,6,7,3,4,0,0,0,0
1251,128,10,8,0,5,0,0,0,0,0
1252,118,8,8,1,5,2,10,2,0,0
1253,75,3,4,6,5,0,0,1,0,0
1254,80,23,8,3,5,8,0,0,0,0
1255,122,10,2,0,0,0,5,1,0,0
1256,41,4,0,2,0,1,0,1,2,0
1257,48,15,13,5,4,0,0,0,0,0
1258,159,6,6,4,6,3,0,0,0,0
1259,69,2,3,3,3,3,0,0,2,0
1260,26,4,0,2,0,1,0,0,0,0
1261,123,15,8,6,11,9,0,0,0,0
1262,162,10,3,0,6,2,3,1,0,0
1263,86,8,3,10,0,4,0,1,0,0
1264,60,5,4,0,4,0,2,1,0,0
1265,130,27,7,14,1,5,0,7,0,0
1266,24,1,13,0,0,1,0,0,0,0
1267,30,3,1,0,0,0,2,0,0,0
1268,16,6,2,1,2,0,0,0,0,0
1269,81,37,22,9,10,3,0,1,1,0
1270,85,11,25,8,5,3,0,2,1,0
1271,83,4,3,8,3,4,0,1,0,0
1272,122,7,9,3,2,10,0,1,0,0
1273,63,6,8,7,3,0,0,0,0,0
1274,88,10,8,6,2,0,0,1,0,0
1275,23,7,2,1,1,3,0,1,0,0
1276,92,9,9,0,6,0,7,0,0,4
1277,171,14,11,20,10,8,0,1,4,0
1278,35,6,6,2,0,2,0,0,0,0
1279,43,11,7,0,0,3,0,1,1,0
1280,43,11,7,0,0,3,0,1,1,0
1281,110,25,12,0,0,3,0,3,2,0
1282,190,17,6,2,8,4,7,1,0,0
1283,56,5,2,1,5,3,0,0,0,0
1284,188,15,26,19,14,3,2,19,0,0
1285,26,2,4,2,0,1,0,3,2,0
1286,53,13,0,5,3,2,0,1,0,0
1287,32,16,6,10,1,5,0,3,0,0
1288,78,2,9,1,2,0,1,1,0,0
1289,147,10,15,0,0,4,10,0,0,0
1290,71,10,5,5,5,3,0,0,0,0
1291,70,6,6,9,8,4,0,0,0,0
1292,50,1,1,1,0,0,0,1,0,0
1293,129,29,11,0,4,9,15,1,0,0
1294,50,8,6,1,1,0,0,0,0,0
1295,27,1,4,6,2,0,0,0,0,0
1296,197,13,10,6,0,2,0,2,0,0
1297,69,1,7,5,0,6,0,0,1,0
1298,59,6,4,0,0,0,5,0,0,0
1299,38,11,15,1,0,0,0,1,0,0
1300,51,5,6,9,1,4,0,0,0,3
1301,179,23,20,4,0,4,0,7,2,0
1302,101,3,21,9,0,5,0,0,2,0
1303,71,21,0,1,0,0,0,0,1,1
1304,74,10,22,5,7,1,0,2,1,0
1305,125,10,2,1,4,5,8,1,0,0
1306,104,18,13,3,14,0,15,0,0,1
1307,117,20,7,6,11,0,8,2,1,0
1308,190,14,16,1,9,2,3,3,1,0
1309,190,14,16,1,9,2,3,3,1,0
1310,56,5,2,4,1,4,0,0,0,0
1311,91,5,1,5,0,2,0,0,0,0
1312,176,14,6,10,8,16,0,11,1,0
1313,116,5,19,6,3,2,0,1,4,0
1314,56,4,9,1,6,1,12,2,0,2
1315,191,5,6,12,10,8,0,2,0,0
1316,173,34,19,4,1,5,11,0,0,0
1317,72,5,10,3,3,1,0,0,0,3
1318,82,10,2,7,4,4,0,2,1,0
1319,110,13,12,4,11,5,0,4,0,0
1320,149,7,9,2,13,5,23,8,2,0
1321,150,11,10,10,5,10,0,0,1,0
1322,71,3,6,0,7,0,5,2,0,0
1323,107,13,10,8,5,0,0,4,0,0
1324,78,1,2,0,2,0,12,0,0,0
1325,43,12,2,5,1,3,0,0,1,0
1326,61,8,4,9,3,1,0,2,1,0
1327,54,9,4,1,4,0,3,0,1,4
1328,54,9,4,1,4,0,3,0,1,4
1329,87,24,4,7,5,3,0,2,1,0
1330,57,10,4,8,0,2,0,0,0,0
1331,53,17,13,2,6,1,5,2,0,0
1332,41,4,0,1,3,0,0,3,0,0
1333,81,17,12,3,6,3,6,0,3,0
1334,66,7,14,7,8,3,0,2,1,0
1335,152,14,11,2,7,8,8,0,0,0
1336,56,2,4,4,2,2,0,0,1,0
1337,44,1,0,1,1,0,1,0,0,0
1338,67,17,9,9,5,4,0,5,1,0
1339,62,5,6,6,5,2,0,0,0,0
1340,61,4,4,1,0,0,1,0,0,0
1341,26,3,6,7,3,0,1,0,0,0
1342,80,1,14,10,0,5,0,0,0,0
1343,170,6,14,5,5,4,0,3,0,0
1344,32,3,6,4,0,1,0,0,0,0
1345,118,4,19,3,8,2,0,1,0,0
1346,68,1,3,8,0,4,0,1,1,0
1347,108,10,2,6,0,7,0,12,0,0
1348,70,39,14,3,4,2,4,0,0,3
1349,160,9,5,4,8,13,0,0,4,0
1350,56,4,9,6,5,3,0,0,0,1
1351,131,11,20,15,3,16,0,2,0,0
1352,54,9,7,6,3,4,0,2,0,0
1353,30,1,2,6,2,3,0,2,0,0
1354,102,10,2,3,0,0,5,1,0,0
1355,86,12,15,13,8,1,0,4,4,0
1356,135,1,5,1,9,3,5,1,0,0
1357,66,1,2,4,1,5,0,0,0,0
1358,51,3,2,0,0,2,2,6,0,0
1359,40,2,2,0,1,0,0,0,0,0
1360,143,6,3,4,4,0,0,1,0,4
1361,92,10,6,9,8,4,0,3,0,0
1362,111,12,16,7,6,2,9,0,0,12
1363,125,2,2,1,8,0,12,0,3,0
1364,57,3,4,1,3,0,0,0,2,0
1365,38,12,1,2,0,1,0,0,0,0
1366,43,1,2,3,1,2,0,1,0,0
1367,19,8,3,4,1,0,0,0,0,0
1368,73,11,4,0,4,2,2,5,0,0
1369,62,19,13,18,6,4,0,3,0,0
1370,30,2,10,7,2,1,0,1,0,0
1371,51,19,8,2,5,0,2,2,0,0
1372,61,4,2,3,4,3,0,2,0,0
1373,157,11,8,3,0,0,6,0,0,0
1374,82,1,8,0,0,0,3,1,0,0
1375,87,36,14,1,13,3,13,1,0,0
1376,142,8,17,8,3,4,0,0,1,0
1377,30,1,3,3,1,2,0,0,0,0
1378,29,11,2,2,2,0,0,0,0,0
1379,60,11,5,5,6,2,0,1,1,0
1380,28,4,2,3,0,1,0,0,1,0
1381,174,15,8,0,0,8,0,1,0,0
1382,62,9,2,0,8,2,2,6,0,0
1383,55,6,11,7,8,5,0,0,0,0
1384,62,10,3,1,4,0,0,0,0,0
1385,53,2,2,2,0,3,0,0,0,0
1386,44,1,5,2,0,0,0,2,2,0
1387,66,9,6,0,0,0,9,1,0,0
1388,139,13,9,4,0,0,0,0,1,0
1389,54,6,4,8,8,3,0,1,0,0
1390,101,4,5,5,1,0,3,0,0,0
1391,58,4,5,0,4,0,8,0,0,0
1392,84,3,15,4,0,2,0,0,0,0
1393,38,2,1,4,2,1,0,0,0,0
1394,34,7,8,0,3,0,5,0,0,0
1395,57,0,8,2,0,1,0,0,1,0
1396,11,7,2,2,0,0,0,2,0,1
1397,74,15,6,8,0,4,0,1,2,0
1398,164,16,18,8,6,6,0,1,0,0
1399,75,8,3,4,5,4,0,0,1,0
1400,21,9,5,1,2,0,0,0,0,0
1401,53,4,1,3,0,0,0,0,0,0
1402,63,2,5,0,0,0,2,2,0,0
1403,61,2,3,3,4,1,0,0,0,0
1404,24,9,3,4,0,0,3,0,0,0
1405,31,8,2,4,3,1,0,2,2,0
1406,56,0,3,9,1,8,0,0,0,0
1407,33,1,5,0,1,0,0,1,0,0
1408,100,14,5,4,4,5,0,1,0,0
1409,31,6,3,5,0,2,0,0,0,0
1410,113,31,8,7,6,5,0,2,1,0
1411,70,5,7,3,2,0,10,2,0,0
1412,61,3,5,9,4,7,0,0,0,0
1413,39,3,3,3,2,2,0,0,0,0
1414,98,28,5,15,7,12,0,2,0,0
1415,62,6,0,4,4,1,0,1,0,0
1416,154,16,12,4,4,12,0,0,3,1
1417,126,8,6,6,5,8,0,6,0,0
1418,95,8,10,3,8,0,0,1,0,0
1419,45,2,4,5,0,3,0,0,0,0
1420,52,1,2,2,0,2,0,0,0,0
1421,59,4,2,5,7,2,0,4,0,0
1422,43,6,1,1,0,0,1,0,0,0
1423,77,21,16,5,8,0,7,0,0,0
1424,79,8,0,5,0,5,0,2,0,0
1425,67,1,6,7,4,3,0,0,2,0
1426,70,1,6,7,4,3,0,0,2,0
1427,104,11,8,11,1,3,0,1,1,0
1428,68,12,4,5,4,3,0,1,1,0
1429,185,28,14,1,12,2,9,0,0,6
1430,62,22,12,4,8,2,0,0,1,2
1431,97,5,5,1,0,0,1,0,0,0
1432,24,16,2,2,5,1,0,2,0,0
1433,97,4,21,6,13,4,0,5,0,0
1434,90,11,2,1,0,9,7,2,0,0
1435,72,5,5,0,3,0,3,3,0,0
1436,119,28,22,2,8,4,0,5,0,0
1437,48,15,9,1,1,2,0,0,1,0
1438,95,5,7,5,4,0,0,4,1,0
1439,157,5,21,5,0,1,0,4,4,0
1440,128,29,11,2,0,1,6,2,1,0
1441,31,3,1,2,2,0,0,0,0,0
1442,33,7,2,5,0,2,0,1,0,0
1443,66,31,6,1,4,3,0,0,3,0
1444,72,15,3,11,2,2,1,1,0,0
1445,124,7,6,4,8,5,0,1,0,0
1446,62,9,4,4,5,1,0,0,0,0
1447,58,9,2,2,6,2,0,2,2,0
1448,73,1,7,7,3,0,1,0,0,0
1449,94,6,2,9,0,10,0,5,0,0
1450,22,2,5,6,0,3,0,1,0,0
1451,68,6,8,5,7,2,0,3,0,0
1452,157,6,4,5,0,10,0,8,1,0
1453,61,5,9,0,0,0,3,1,0,1
1454,51,13,4,0,0,2,4,0,0,0
1455,76,8,15,6,0,8,0,2,0,0
1456,55,3,4,1,1,4,2,2,0,0
1457,94,12,7,3,0,10,0,1,0,0
1458,43,0,7,2,3,0,0,0,3,0
1459,107,8,6,9,3,2,0,0,0,0
1460,93,3,4,0,0,4,5,3,0,0
1461,113,44,22,15,16,4,0,0,3,0
1462,45,10,9,2,2,4,1,3,0,3
1463,111,3,13,2,11,3,9,0,3,0
1464,44,5,6,2,5,2,0,0,1,0
1465,67,9,4,0,0,1,7,1,0,12
1466,142,43,8,10,2,7,0,1,1,0
1467,106,20,9,2,9,0,9,0,0,0
1468,154,2,10,3,0,6,0,1,0,0
1469,77,5,2,0,0,0,4,0,0,0
1470,80,22,15,3,2,1,0,0,2,0
1471,97,10,5,5,1,1,3,4,0,1
1472,87,12,9,4,3,3,0,0,2,0
1473,184,7,10,0,0,1,4,0,0,0
1474,83,3,18,6,3,4,0,0,0,0
1475,67,3,4,1,3,0,0,2,1,0
1476,102,9,3,3,6,1,0,0,1,3
1477,57,5,5,0,6,0,2,0,0,0
1478,29,5,4,5,0,6,0,4,3,0
1479,103,15,10,6,7,1,6,4,2,0
1480,52,8,4,5,2,0,0,0,0,0
1481,50,9,3,1,3,0,1,2,0,3
1482,101,6,8,4,4,6,0,3,2,0
1483,104,6,8,4,4,6,0,3,2,0
1484,59,3,5,2,8,0,0,8,0,0
1485,148,37,16,8,3,1,0,4,0,1
1486,163,7,14,12,8,9,0,15,1,0
1487,40,4,4,2,0,0,0,0,0,0
1488,89,16,4,0,4,0,6,2,0,0
1489,98,5,6,4,6,1,0,4,2,0
1490,99,11,4,5,5,5,0,10,0,0
1491,42,9,2,0,2,1,1,0,0,4
1492,46,5,5,3,3,3,0,0,0,0
1493,160,14,26,5,11,4,3,9,2,0
1494,81,4,1,1,0,1,0,3,0,0
1495,26,0,14,2,0,0,0,0,0,0
1496,81,4,3,0,2,0,1,0,0,3
1497,93,16,10,12,5,0,0,1,0,0
1498,69,8,7,8,0,1,0,0,0,0
1499,54,8,7,2,1,1,0,1,0,0
1500,76,10,1,3,0,0,0,0,0,4
1501,176,20,24,11,10,5,0,5,0,0
1502,119,5,11,0,0,2,0,3,0,0
1503,47,3,3,1,3,0,0,1,0,0
1504,57,1,3,1,4,1,0,0,0,0
1505,47,1,4,2,2,1,4,2,0,0
1506,38,10,8,3,2,0,0,3,0,0
1507,106,15,14,0,7,1,7,1,1,0
1508,123,28,6,1,14,3,9,0,0,0
1509,21,5,8,2,1,0,0,0,0,0
1510,96,0,5,6,0,3,2,0,2,0
1511,118,7,18,4,4,8,9,0,0,0
1512,155,20,12,19,13,4,0,0,2,0
1513,29,1,1,1,2,1,0,0,1,0
1514,78,8,13,11,5,1,1,0,5,0
1515,78,7,9,2,7,2,0,0,0,0
1516,111,12,9,0,0,3,6,3,0,0
1517,79,2,12,6,5,0,6,0,0,0
1518,6,20,5,0,7,1,4,5,0,0
1519,51,3,7,2,0,3,3,0,1,0
1520,47,8,8,3,0,2,0,2,0,0
1521,55,24,13,6,0,0,0,1,4,0
1522,23,3,0,3,2,2,0,1,0,0
1523,139,15,10,5,7,5,0,0,0,4
1524,109,20,18,6,5,3,0,0,0,0
1525,113,19,18,6,5,3,0,0,0,0
1526,134,19,3,6,0,17,0,0,2,0
1527,120,17,6,9,1,4,0,3,0,0
1528,146,0,6,5,1,0,3,1,0,0
1529,73,25,11,1,4,8,9,2,1,0
1530,51,7,12,5,4,1,0,1,2,0
1531,54,2,2,4,2,0,0,0,0,3
1532,53,4,5,0,0,0,0,1,1,0
1533,24,9,14,5,0,0,0,1,0,0
1534,34,3,3,2,1,0,0,0,0,0
1535,6,15,0,1,4,0,0,0,0,0
1536,100,6,2,8,1,4,0,9,2,0
1537,85,6,3,0,0,0,3,5,0,0
1538,49,1,10,2,4,1,0,1,3,0
1539,86,10,14,7,12,2,0,6,3,0
1540,100,20,9,1,8,3,4,4,3,0
1541,148,25,7,9,11,10,0,1,1,0
1542,148,25,7,9,11,10,0,1,1,0
1543,75,14,4,16,6,5,0,0,1,0
1544,65,4,3,5,2,1,0,1,0,0
1545,65,4,3,5,2,1,0,1,0,0
1546,38,1,6,0,0,0,2,0,0,0
1547,32,4,1,0,0,2,0,0,0,0
1548,63,7,8,1,0,2,5,0,0,0
1549,31,5,6,0,1,0,1,0,0,0
1550,56,11,12,0,4,0,2,1,0,0
1551,37,4,1,1,0,0,0,0,0,0
1552,23,5,5,3,2,1,0,1,0,0
1553,101,17,10,8,1,2,0,6,1,0
1554,101,17,10,8,1,2,0,6,1,0
1555,47,4,2,3,1,1,2,0,0,3
1556,75,4,5,6,5,2,0,1,0,0
1557,29,5,5,2,4,1,0,2,0,0
1558,57,5,13,2,6,1,6,5,0,0
1559,87,13,9,4,6,4,0,0,0,0
1560,113,5,6,6,0,5,0,0,0,0
1561,34,4,5,2,2,2,0,0,1,0
1562,27,9,0,0,0,0,2,1,0,0
1563,92,2,9,4,9,11,0,0,2,0
1564,50,3,1,1,0,4,0,0,1,0
1565,77,16,2,1,6,1,7,2,0,3
1566,44,19,7,1,4,0,0,1,0,1
1567,31,1,2,0,0,0,4,0,0,0
1568,54,1,3,1,0,2,0,2,0,0
1569,31,4,3,1,0,3,0,2,0,0
1570,153,13,13,11,10,10,0,3,4,0
1571,214,3,20,12,14,7,0,14,2,0
1572,50,2,6,5,2,2,0,0,0,0
1573,72,4,9,3,0,2,0,2,3,0
1574,121,10,9,1,5,2,4,3,0,0
1575,178,27,15,6,0,13,0,1,1,0
1576,132,12,9,2,8,1,6,1,1,0
1577,91,12,10,0,0,2,0,0,0,0
1578,68,9,10,1,2,2,0,0,0,0
1579,91,3,5,0,5,0,0,1,0,0
1580,103,10,1,6,12,3,0,1,1,0
1581,19,2,8,4,2,1,0,0,1,0
1582,147,13,13,7,6,7,1,5,2,0
1583,107,1,9,6,3,1,0,2,1,0
1584,58,5,7,4,1,3,0,1,0,0
1585,114,5,18,12,5,4,0,0,1,2
1586,37,9,4,4,7,1,8,0,1,0
1587,45,5,9,3,4,1,4,3,0,0
1588,53,13,6,10,2,7,0,0,0,0
1589,126,3,14,4,0,4,0,1,0,0
1590,27,2,1,2,0,1,0,3,0,0
1591,40,11,8,10,0,1,0,3,0,0
1592,96,5,12,2,3,2,0,0,0,0
1593,68,12,8,1,1,0,0,2,0,0
1594,85,14,2,4,0,1,0,0,2,4
1595,135,6,4,4,7,5,0,7,2,0
1596,33,3,5,4,1,0,0,0,0,0
1597,54,6,7,0,2,0,2,2,0,2
1598,30,6,6,0,2,4,0,2,0,0
1599,30,5,11,0,0,0,2,0,0,0
1600,40,1,4,8,2,2,0,0,0,0
1601,86,2,2,6,7,3,0,3,1,0
1602,66,7,4,2,0,2,6,0,0,0
1603,62,5,3,5,2,6,0,2,0,0
1604,29,2,9,2,0,1,0,0,0,0
1605,103,29,2,3,4,0,0,0,0,0
1606,72,25,4,5,3,3,0,2,0,0
1607,34,3,6,0,2,0,0,0,0,0
1608,40,3,7,4,0,1,0,0,0,0
1609,58,4,3,3,3,0,0,0,0,0
1610,156,44,9,7,12,3,0,1,0,6
1611,47,2,4,1,6,5,0,1,0,0
1612,85,4,3,7,1,3,0,0,3,0
1613,55,3,3,3,0,1,0,1,1,0
1614,131,16,25,1,4,0,8,0,0,0
1615,87,5,0,0,7,5,3,1,1,0
1616,175,2,4,10,3,0,3,2,3,0
1617,61,3,4,2,2,1,0,0,0,0
1618,137,9,2,4,12,6,0,0,0,0
1619,147,31,18,7,28,3,0,12,2,0
1620,140,3,1,4,0,4,0,2,2,0
1621,168,20,18,3,8,1,5,1,1,1
1622,112,20,6,0,11,1,9,7,0,0
1623,36,0,1,5,0,1,0,1,0,0
1624,139,24,15,19,9,6,0,1,0,0
1625,151,12,6,0,6,0,9,7,0,0
1626,25,1,2,7,0,0,0,0,0,0
1627,121,4,30,7,14,5,0,5,2,0
1628,59,1,8,5,0,2,0,1,0,0
1629,27,1,2,0,2,0,0,0,0,0
1630,70,3,7,4,4,0,0,0,0,0
1631,49,13,9,6,2,6,0,3,0,0
1632,95,14,12,1,3,3,4,1,1,0
1633,42,5,6,4,1,5,0,0,0,0
1634,27,3,7,4,0,5,0,3,0,0
1635,69,8,10,9,6,0,0,1,1,0
1636,74,0,5,5,0,4,0,0,1,0
1637,58,1,8,0,0,0,8,2,0,0
1638,51,11,9,5,6,2,0,3,0,0
1639,47,4,11,1,7,0,8,0,0,0
1640,51,2,1,1,1,1,0,0,1,0
1641,78,6,6,4,4,0,0,0,0,3
1642,27,1,4,4,1,0,0,1,0,0
1643,107,5,2,4,1,2,6,1,0,0
1644,39,10,8,0,0,0,2,0,0,1
1645,29,5,5,1,1,1,0,0,0,0
1646,52,5,0,1,3,1,0,0,0,0
1647,151,20,13,0,0,0,23,6,0,0
1648,91,11,6,0,1,0,11,0,0,0
1649,184,14,14,8,10,1,3,5,1,0
1650,99,27,12,0,9,1,7,1,3,8
1651,40,5,4,1,2,0,0,0,0,0
1652,84,3,10,5,3,5,0,0,1,0
1653,64,10,11,1,3,0,0,0,2,0
1654,90,5,14,1,2,0,3,0,0,0
1655,48,8,2,2,0,7,0,2,1,0
1656,81,15,3,2,0,2,0,2,0,0
1657,202,32,22,11,19,11,0,4,0,0
1658,141,23,13,12,0,5,0,0,2,0
1659,26,0,6,2,0,2,0,0,0,0
1660,77,4,4,0,7,0,15,2,0,0
1661,31,7,3,3,4,0,0,0,0,3
1662,86,23,8,2,8,2,0,2,1,0
1663,90,16,6,5,7,4,0,5,0,0
1664,142,21,20,14,5,4,0,0,1,1
1665,39,13,5,1,1,1,6,2,0,0
1666,41,9,11,1,3,0,8,0,1,0
1667,39,3,4,1,0,0,0,0,0,0
1668,137,8,11,13,6,8,0,3,1,0
1669,192,8,2,2,0,5,12,0,2,0
1670,99,13,4,2,0,3,0,1,0,1
1671,64,0,11,5,3,3,0,0,0,0
1672,33,2,10,2,0,0,0,0,0,0
1673,54,5,2,7,1,0,0,1,0,0
1674,110,15,4,3,4,3,0,0,1,0
1675,41,6,5,4,1,1,3,2,0,0
1676,53,0,1,5,0,3,0,0,0,0
1677,58,13,5,1,0,1,2,0,0,0
1678,87,19,17,3,0,1,13,0,1,0
1679,59,6,6,3,1,1,0,2,0,0
1680,128,15,5,3,0,1,6,9,2,0
1681,88,3,13,8,1,3,0,1,3,0
1682,141,6,7,4,6,2,0,1,1,0
1683,81,6,2,3,5,1,2,2,0,0
1684,81,3,4,8,0,1,0,1,0,0
1685,42,15,3,3,2,1,6,0,0,0
1686,109,17,2,5,3,4,0,0,3,0
1687,32,4,4,4,3,0,0,0,0,0
1688,46,3,4,1,1,0,0,1,0,0
1689,72,13,2,3,4,3,0,2,0,0
1690,41,8,4,0,0,0,0,0,0,0
1691,196,8,14,22,6,12,0,7,2,0
1692,135,8,10,4,10,2,0,10,0,0
1693,170,5,8,0,12,5,12,0,0,0
1694,88,20,11,4,10,4,0,3,2,0
1695,77,5,7,12,0,8,0,7,0,0
1696,144,26,11,0,12,0,12,0,0,0
1697,110,16,14,4,2,6,0,1,1,0
1698,202,3,11,9,0,6,0,1,2,0
1699,89,6,20,7,3,7,0,0,3,0
1700,118,11,6,12,5,18,0,2,0,0
1701,98,7,8,13,7,8,0,3,0,0
1702,32,19,2,3,1,0,0,0,0,0
1703,69,7,7,5,0,0,0,9,0,0
1704,45,1,0,2,3,0,0,2,1,0
1705,48,0,9,5,0,3,0,0,0,0
1706,138,6,2,2,1,0,7,0,0,0
1707,37,6,3,6,2,0,0,0,0,0
1708,67,15,9,1,3,0,5,0,0,0
1709,22,25,7,0,5,0,5,5,0,0
1710,75,11,3,1,0,0,0,1,0,0
1711,108,10,1,8,3,11,0,0,4,0
1712,48,4,2,0,1,0,3,0,0,0
1713,106,13,7,3,5,0,0,3,1,0
1714,130,6,8,2,14,6,6,0,0,7
1715,43,9,0,5,1,1,0,0,0,0
1716,84,4,1,1,0,2,0,1,0,0
1717,75,2,4,0,2,1,0,0,0,0
1718,113,29,7,7,5,2,0,2,0,0
1719,24,4,10,0,1,0,0,1,0,0
1720,89,17,7,0,12,0,7,0,0,0
1721,51,3,7,1,5,2,0,1,0,0
1722,70,3,5,3,2,0,0,0,1,0
1723,79,2,9,1,8,0,13,0,0,0
1724,92,3,10,6,6,6,0,1,3,0
1725,61,8,7,0,0,0,11,0,0,0
1726,108,8,9,9,9,1,0,1,0,0
1727,100,21,7,0,10,0,2,1,1,0
1728,37,4,0,2,1,0,0,1,0,0
1729,65,4,9,7,4,1,0,0,0,1
1730,157,29,19,3,8,4,7,1,1,7
1731,99,19,6,4,0,5,0,5,0,0
1732,64,6,0,7,0,1,0,5,0,0
1733,48,12,14,4,4,2,0,3,0,0
1734,123,19,17,3,11,3,15,4,3,0
1735,43,7,0,1,1,5,0,0,0,0
1736,55,4,0,1,0,1,0,2,2,0
1737,71,5,3,3,1,2,0,1,0,0
1738,47,1,2,1,0,0,0,0,0,0
1739,122,4,4,6,6,2,0,5,0,0
1740,60,3,2,1,2,0,3,0,1,0
1741,95,8,10,11,3,9,0,1,1,0
1742,94,7,2,0,0,6,0,1,1,0
1743,69,7,1,7,0,5,0,1,0,0
1744,75,13,8,18,6,4,0,0,0,11
1745,67,0,4,0,0,0,6,0,0,0
1746,58,5,2,1,2,0,2,1,0,0
1747,157,12,1,2,11,0,11,2,0,0
1748,34,5,15,5,1,1,2,0,0,1
1749,59,3,3,4,6,1,0,2,1,0
1750,129,16,7,7,0,8,0,4,0,0
1751,185,37,16,9,8,12,0,3,3,0
1752,70,5,11,0,0,3,6,2,0,0
1753,111,17,2,2,3,2,2,2,0,5
1754,64,17,10,0,0,0,0,2,0,0
1755,105,3,13,8,9,8,0,10,0,0
1756,117,18,6,0,6,0,6,2,0,3
1757,143,1,5,6,2,4,0,0,0,8
1758,27,4,3,3,3,2,0,1,0,0
1759,24,1,4,3,1,2,0,0,1,0
1760,8,5,2,3,0,0,0,4,0,0
1761,135,11,21,5,4,5,0,2,0,0
1762,29,1,9,4,0,0,3,0,0,0
1763,32,5,6,0,6,0,0,2,0,0
1764,74,11,15,7,7,2,0,1,0,4
1765,131,10,5,5,8,5,6,0,2,3
1766,63,2,3,3,0,3,0,0,0,0
1767,53,1,4,1,4,1,0,1,0,0
1768,47,4,5,1,1,0,0,0,0,0
1769,20,2,4,4,2,0,0,0,0,0
1770,38,6,4,0,1,1,5,4,0,0
1771,120,40,15,9,0,3,0,15,0,0
1772,67,5,2,8,3,5,0,0,0,0
1773,219,36,49,8,26,3,4,8,2,0
1774,253,21,29,2,5,4,0,1,1,0
1775,128,28,3,5,1,4,0,1,1,0
1776,58,4,5,0,0,5,2,3,1,1
1777,72,3,3,12,5,5,0,0,0,0
1778,198,40,46,3,13,0,6,1,1,0
1779,10,18,5,6,4,2,2,0,0,0
1780,45,10,3,0,0,0,5,0,0,0
1781,38,5,5,3,6,0,0,0,0,0
1782,40,4,0,0,1,0,0,0,0,0
1783,164,12,22,11,18,7,0,6,2,0
1784,59,12,8,4,6,4,0,2,0,0
1785,33,1,1,2,1,3,0,9,0,0
1786,42,2,3,4,0,0,3,0,0,0
1787,80,4,1,3,6,2,9,5,0,1
1788,71,8,9,7,1,0,3,0,0,0
1789,49,9,5,11,1,0,0,0,0,0
1790,44,8,3,6,0,0,0,2,0,0
1791,106,8,2,0,0,1,9,2,1,0
1792,40,2,2,0,1,2,1,3,0,0
1793,40,4,3,3,0,0,0,0,0,0
1794,35,6,4,1,0,2,0,1,0,0
1795,55,12,5,5,1,0,0,0,0,0
1796,61,9,6,6,4,4,0,0,0,0
1797,88,14,7,8,11,5,3,4,1,0
1798,58,6,7,2,2,0,0,2,0,0
1799,34,6,7,2,1,0,0,0,0,0
1800,96,11,7,3,1,0,3,1,0,0
1801,84,7,3,1,3,2,0,1,0,0
1802,78,14,10,5,6,5,0,1,1,0
1803,140,12,7,4,9,2,0,9,0,0
1804,18,1,5,2,2,0,0,1,0,0
1805,167,11,8,7,7,6,0,2,0,0
1806,113,13,15,7,0,5,0,5,1,0
1807,20,2,6,0,0,0,0,2,0,0
1808,48,6,2,2,3,1,0,1,1,0
1809,103,2,5,6,6,3,0,0,4,0
1810,98,6,9,2,0,0,0,0,0,0
1811,87,12,9,0,1,2,0,1,0,0
1812,57,19,8,3,0,3,0,3,1,0
1813,59,28,11,5,3,3,0,0,0,0
1814,34,15,1,6,6,0,0,5,1,0
1815,34,10,7,1,2,1,0,1,0,0
1816,96,14,8,0,0,1,3,1,0,0
1817,43,5,4,4,2,1,0,0,1,0
1818,86,17,6,0,8,0,11,0,0,0
1819,39,12,4,0,4,0,0,3,0,0
1820,80,20,16,4,5,9,0,1,2,0
1821,99,8,7,8,8,5,0,0,2,0
1822,47,7,3,0,2,0,3,2,1,0
1823,69,3,5,5,3,2,0,1,0,0
1824,85,9,6,0,0,0,1,1,0,0
1825,67,3,4,3,3,4,0,0,0,0
1826,30,10,6,0,1,0,1,0,0,0
1827,88,9,4,8,0,1,0,2,2,0
1828,49,8,12,3,7,5,0,1,0,0
1829,91,32,12,4,7,0,6,0,0,0
1830,48,3,3,5,0,1,0,0,1,0
1831,46,9,1,4,0,2,0,1,0,0
1832,55,2,3,4,2,1,0,1,0,0
1833,80,2,13,0,1,1,0,2,0,0
1834,36,1,2,1,0,1,0,0,1,0
1835,58,5,5,0,7,2,1,1,0,0
1836,36,5,4,0,0,0,2,0,0,0
1837,32,2,9,2,2,2,0,5,0,0
1838,152,15,13,23,24,10,0,11,3,0
1839,43,13,5,0,0,3,5,3,2,0
1840,45,0,4,3,0,1,0,1,0,0
1841,49,10,4,2,6,1,0,0,2,1
1842,108,9,11,0,1,0,3,1,0,0
1843,92,3,7,5,2,5,1,0,4,1
1844,162,17,34,8,11,6,0,1,0,0
1845,40,11,2,3,2,3,0,1,1,0
1846,97,5,10,6,11,5,0,0,0,0
1847,157,7,8,3,7,11,0,7,4,0
1848,58,11,2,5,5,2,2,0,1,3
1849,63,1,1,0,5,0,2,0,0,0
1850,63,1,1,0,5,0,2,0,0,0
1851,67,8,6,4,0,3,2,0,0,0
1852,138,4,2,7,3,8,0,1,3,0
1853,205,18,9,8,0,3,0,0,0,0
1854,65,7,3,8,3,5,0,1,1,0
